Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39187.9244300	8.687e+000	4.890e+000	8.758e-002	1.685e+001	5.455e+000
39187.9247800	1.512e+001	1.037e+001	1.671e-001	1.721e+001	1.147e+001
39187.9251300	1.691e+001	1.087e+001	1.417e-001	1.837e+001	1.206e+001
39187.9254800	1.296e+001	7.604e+000	1.191e-001	1.889e+001	8.466e+000
39187.9258200	9.976e+000	5.183e+000	1.404e-001	1.937e+001	5.805e+000
39187.9261700	1.265e+001	4.646e+000	7.920e-002	1.961e+001	5.314e+000
39187.9265200	2.067e+001	1.347e+001	1.126e-001	2.045e+001	1.493e+001
39187.9268700	1.083e+001	8.806e+000	1.052e-001	2.065e+001	9.681e+000
39187.9272100	6.210e+000	4.682e+000	9.672e-002	2.049e+001	5.161e+000
39187.9275600	7.677e+000	5.751e+000	1.191e-001	2.045e+001	6.341e+000
39187.9279100	7.142e+000	4.801e+000	1.466e-001	2.045e+001	5.315e+000
39187.9282500	1.303e+001	9.472e+000	4.900e-002	2.041e+001	1.045e+001
39187.9286000	1.347e+001	9.484e+000	1.266e-001	2.049e+001	1.048e+001
39187.9289500	1.211e+001	8.253e+000	1.084e-001	2.061e+001	9.131e+000
39187.9293000	1.264e+001	9.514e+000	3.439e-002	2.077e+001	1.049e+001
39187.9296400	1.200e+001	9.602e+000	6.336e-002	2.101e+001	1.056e+001
39187.9299900	1.139e+001	7.954e+000	1.004e-001	2.125e+001	8.792e+000
39187.9303400	6.087e+000	5.667e+000	1.389e-001	2.133e+001	6.204e+000
39187.9306800	2.058e+001	1.659e+001	6.017e-002	2.121e+001	1.824e+001
39187.9310300	2.843e+001	2.636e+001	6.800e-002	2.117e+001	2.886e+001
39187.9313800	2.752e+001	2.515e+001	6.279e-002	2.113e+001	2.755e+001
39187.9317300	2.023e+001	1.525e+001	1.299e-001	2.113e+001	1.680e+001
39187.9320700	1.210e+001	9.709e+000	1.324e-001	2.125e+001	1.068e+001
39187.9324200	2.138e+000	9.655e-001	1.247e-001	2.125e+001	1.090e+000
39187.9327700	8.294e+000	6.906e+000	1.233e-001	2.117e+001	7.587e+000
39187.9331200	1.396e+002	1.646e+002	7.405e-002	2.133e+001	1.790e+002
39187.9334600	1.372e+002	9.533e+001	7.667e-002	2.165e+001	1.944e+002
39187.9338100	5.884e+000	4.738e+000	1.164e-001	2.185e+001	5.210e+000
39187.9341600	3.776e-001	2.162e-001	8.467e-002	2.181e+001	2.410e-001
39187.9345000	4.009e+000	3.087e+000	1.120e-001	2.169e+001	3.400e+000
39187.9348500	1.129e+001	7.446e+000	1.197e-001	2.141e+001	8.249e+000
39187.9352000	1.693e+000	1.312e+000	5.552e-002	2.129e+001	1.444e+000
39187.9355500	2.778e+000	2.385e+000	6.904e-002	2.125e+001	2.617e+000
39187.9358900	1.490e+001	1.006e+001	3.691e-002	2.125e+001	1.114e+001
39187.9362400	1.419e+001	9.832e+000	3.971e-002	2.121e+001	1.087e+001
39187.9365900	1.574e+001	1.056e+001	8.572e-002	2.121e+001	1.169e+001
39187.9369300	1.314e+001	1.017e+001	1.473e-001	2.117e+001	1.119e+001
39187.9372800	5.669e+001	5.313e+001	2.395e-002	2.109e+001	5.816e+001
39187.9376300	9.879e+001	8.859e+001	1.074e-001	2.109e+001	9.709e+001
39187.9379800	2.353e+002	2.178e+002	8.360e-002	2.125e+001	2.385e+002
39187.9383200	2.308e+001	1.892e+001	1.118e-001	2.141e+001	2.079e+001
39187.9386700	3.792e+000	2.593e+000	1.042e-001	2.133e+001	2.868e+000
39187.9390200	4.790e+000	4.291e+000	1.305e-001	2.117e+001	4.703e+000
39187.9393700	4.790e+000	4.240e+000	7.134e-002	2.117e+001	4.649e+000
39187.9397100	4.790e+000	4.240e+000	5.957e-002	2.117e+001	4.649e+000
39187.9400600	4.129e+000	3.523e+000	2.240e-002	2.117e+001	3.867e+000
39187.9404100	4.089e+000	3.472e+000	2.319e-002	2.109e+001	3.812e+000
39187.9407500	3.940e+000	3.284e+000	2.871e-002	2.105e+001	3.608e+000
39187.9411000	3.843e+000	3.205e+000	3.279e-002	2.101e+001	3.520e+000
39187.9414500	3.761e+000	3.073e+000	1.693e-002	2.093e+001	3.378e+000
39187.9418000	3.671e+000	2.979e+000	3.387e-002	2.093e+001	3.276e+000
39187.9421400	3.757e+000	3.045e+000	5.219e-002	2.089e+001	3.348e+000
39187.9424900	3.818e+000	3.067e+000	3.592e-002	2.089e+001	3.374e+000
39187.9428400	3.621e+000	2.914e+000	2.074e-002	2.085e+001	3.204e+000
39187.9431800	3.577e+000	2.869e+000	3.439e-002	2.085e+001	3.155e+000
39187.9435300	3.694e+000	2.994e+000	2.993e-002	2.085e+001	3.292e+000
39187.9438800	3.691e+000	2.966e+000	2.540e-002	2.081e+001	3.262e+000
39187.9442300	3.574e+000	2.865e+000	3.333e-002	2.081e+001	3.151e+000
39187.9445700	3.632e+000	2.897e+000	2.159e-002	2.081e+001	3.188e+000
39187.9449200	3.629e+000	2.917e+000	3.053e-002	2.077e+001	3.208e+000
39187.9452700	3.571e+000	2.872e+000	2.808e-002	2.077e+001	3.159e+000
39187.9456200	3.718e+000	2.985e+000	2.240e-002	2.077e+001	3.283e+000
39187.9459600	3.733e+000	2.973e+000	1.893e-002	2.077e+001	3.270e+000
39187.9463100	3.673e+000	2.892e+000	1.693e-002	2.077e+001	3.183e+000
39187.9466600	3.571e+000	2.804e+000	2.074e-002	2.077e+001	3.086e+000
39187.9470000	3.554e+000	2.789e+000	2.240e-002	2.073e+001	3.070e+000
39187.9473500	3.615e+000	2.848e+000	1.584e-002	2.077e+001	3.134e+000
39187.9477000	3.685e+000	2.934e+000	1.693e-002	2.073e+001	3.228e+000
39187.9480500	3.597e+000	2.856e+000	2.610e-002	2.073e+001	3.142e+000
39187.9483900	3.540e+000	2.823e+000	1.693e-002	2.073e+001	3.106e+000
39187.9487400	3.685e+000	2.994e+000	2.677e-002	2.073e+001	3.291e+000
39187.9490900	3.682e+000	2.966e+000	1.466e-002	2.069e+001	3.261e+000
39187.9494300	3.612e+000	2.890e+000	3.542e-002	2.073e+001	3.179e+000
39187.9497800	3.554e+000	2.812e+000	3.926e-002	2.073e+001	3.094e+000
39187.9501300	3.551e+000	2.808e+000	1.466e-002	2.069e+001	3.090e+000
39187.9504800	3.577e+000	2.837e+000	2.319e-002	2.065e+001	3.122e+000
39187.9508200	3.594e+000	2.863e+000	3.053e-002	2.069e+001	3.150e+000
39187.9511700	3.655e+000	2.959e+000	1.584e-002	2.073e+001	3.253e+000
39187.9515200	3.655e+000	2.912e+000	2.468e-002	2.073e+001	3.203e+000
39187.9518700	3.612e+000	2.878e+000	3.786e-002	2.073e+001	3.167e+000
39187.9522100	3.655e+000	2.912e+000	1.466e-002	2.073e+001	3.203e+000
39187.9525600	3.644e+000	2.905e+000	2.871e-002	2.077e+001	3.195e+000
39187.9529100	3.469e+000	2.803e+000	5.487e-002	2.073e+001	3.082e+000
39187.9532500	3.775e+000	3.113e+000	2.240e-002	2.073e+001	3.421e+000
39187.9536000	3.700e+000	3.017e+000	3.279e-002	2.073e+001	3.317e+000
39187.9539500	3.644e+000	2.940e+000	2.744e-002	2.077e+001	3.233e+000
39187.9543000	3.641e+000	2.936e+000	1.986e-002	2.073e+001	3.228e+000
39187.9546400	3.655e+000	2.959e+000	1.893e-002	2.073e+001	3.253e+000
39187.9549900	3.626e+000	2.924e+000	2.468e-002	2.073e+001	3.216e+000
39187.9553400	3.597e+000	2.902e+000	2.540e-002	2.073e+001	3.191e+000
39187.9556800	3.688e+000	2.986e+000	3.279e-002	2.077e+001	3.283e+000
39187.9560300	3.557e+000	2.861e+000	1.693e-002	2.077e+001	3.147e+000
39187.9563800	3.571e+000	2.849e+000	3.333e-002	2.077e+001	3.134e+000
39187.9567300	3.557e+000	2.827e+000	2.540e-002	2.077e+001	3.110e+000
39187.9570700	3.417e+000	2.753e+000	3.279e-002	2.077e+001	3.027e+000
39187.9574200	3.676e+000	2.978e+000	3.739e-002	2.081e+001	3.275e+000
39187.9577700	3.676e+000	2.955e+000	2.240e-002	2.081e+001	3.250e+000
39187.9581200	3.546e+000	2.865e+000	3.691e-002	2.081e+001	3.151e+000
39187.9584600	4.513e+000	3.581e+000	4.358e-002	2.081e+001	3.940e+000
39187.9588100	7.395e+000	5.277e+000	4.233e-002	2.081e+001	5.828e+000
39187.9591600	7.605e+000	5.398e+000	2.468e-002	2.081e+001	5.964e+000
39187.9595000	8.447e+000	6.311e+000	3.111e-002	2.085e+001	6.959e+000
39187.9598500	7.678e+000	5.541e+000	3.491e-002	2.089e+001	6.118e+000
39187.9602000	7.235e+000	5.157e+000	2.808e-002	2.093e+001	5.696e+000
39187.9605500	7.813e+000	5.641e+000	4.275e-002	2.097e+001	6.228e+000
39187.9608900	8.437e+000	5.699e+000	7.234e-002	2.101e+001	6.308e+000
39187.9612400	8.343e+000	5.988e+000	4.191e-002	2.105e+001	6.612e+000
39187.9615900	8.177e+000	5.875e+000	2.074e-002	2.105e+001	6.487e+000
39187.9619300	8.106e+000	5.823e+000	2.468e-002	2.101e+001	6.430e+000
39187.9622800	7.845e+000	5.618e+000	2.395e-002	2.097e+001	6.204e+000
39187.9626300	7.807e+000	5.545e+000	3.387e-002	2.093e+001	6.125e+000
39187.9629800	8.264e+000	5.951e+000	2.993e-002	2.097e+001	6.570e+000
39187.9633200	8.068e+000	5.956e+000	6.336e-002	2.097e+001	6.570e+000
39187.9636700	8.270e+000	5.982e+000	4.358e-002	2.101e+001	6.604e+000
39187.9640200	7.888e+000	5.654e+000	2.993e-002	2.105e+001	6.244e+000
39187.9643700	8.315e+000	6.044e+000	1.893e-002	2.109e+001	6.671e+000
39187.9647100	8.490e+000	6.218e+000	1.986e-002	2.113e+001	6.861e+000
39187.9650600	8.558e+000	6.216e+000	4.191e-002	2.113e+001	6.861e+000
39187.9654100	8.703e+000	6.395e+000	2.240e-002	2.117e+001	7.056e+000
39187.9657500	8.462e+000	6.153e+000	3.739e-002	2.117e+001	6.791e+000
39187.9661000	7.899e+000	5.557e+000	5.150e-002	2.113e+001	6.141e+000
39187.9664500	7.614e+000	5.257e+000	1.693e-002	2.109e+001	5.813e+000
39187.9668000	7.368e+000	5.112e+000	3.168e-002	2.105e+001	5.652e+000
39187.9671400	7.374e+000	5.160e+000	4.440e-002	2.109e+001	5.703e+000
39187.9674900	7.548e+000	5.272e+000	2.808e-002	2.105e+001	5.828e+000
39187.9678400	7.280e+000	5.034e+000	1.796e-002	2.105e+001	5.566e+000
39187.9681800	6.883e+000	4.696e+000	2.540e-002	2.105e+001	5.195e+000
39187.9685300	3.096e+000	2.142e+000	4.864e-002	2.105e+001	2.368e+000
39187.9688800	1.715e+000	6.820e-001	2.318e-001	2.117e+001	7.758e-001
39187.9692300	1.005e-001	2.600e-002	1.339e-002	2.109e+001	3.061e-002
39187.9695700	3.913e-002	1.262e-002	1.339e-002	2.093e+001	1.457e-002
39187.9699200	1.893e-002	8.067e-003	1.339e-002	2.073e+001	9.136e-003
39187.9702700	9.064e-003	5.993e-003	1.339e-002	2.057e+001	6.639e-003
39187.9706200	3.072e-003	2.406e-003	1.466e-002	2.045e+001	4.779e-003
39187.9709600	-1.059e-003	2.996e-003	1.037e-002	2.029e+001	4.349e-003
39187.9713100	-4.061e-003	3.967e-003	1.197e-002	2.017e+001	4.887e-003
39187.9716600	-6.322e-003	4.233e-003	1.197e-002	2.005e+001	4.563e-003
39187.9720000	-8.077e-003	4.669e-003	2.159e-002	1.993e+001	4.671e-003
39187.9723500	-9.487e-003	4.758e-003	1.339e-002	1.981e+001	4.348e-003
39187.9727000	-1.059e-002	4.989e-003	1.197e-002	1.973e+001	4.348e-003
39187.9730500	-1.159e-002	4.856e-003	1.466e-002	1.961e+001	3.814e-003
39187.9733900	-1.246e-002	4.970e-003	1.584e-002	1.949e+001	3.708e-003
39187.9737400	-1.313e-002	4.840e-003	1.796e-002	1.941e+001	3.285e-003
39187.9740900	-1.375e-002	4.971e-003	2.159e-002	1.933e+001	3.285e-003
39187.9744300	-1.431e-002	5.087e-003	1.584e-002	1.925e+001	3.284e-003
39187.9747800	-1.479e-002	5.323e-003	1.339e-002	1.917e+001	3.495e-003
39187.9751300	-1.518e-002	5.471e-003	1.339e-002	1.913e+001	3.601e-003
39187.9754800	-1.557e-002	5.082e-003	1.693e-002	1.901e+001	2.863e-003
39187.9758200	-1.589e-002	5.484e-003	1.796e-002	1.897e+001	3.388e-003
39187.9761700	-1.618e-002	5.142e-003	1.693e-002	1.889e+001	2.758e-003
39187.9765200	-1.647e-002	5.269e-003	1.339e-002	1.885e+001	2.862e-003
39187.9768700	-1.670e-002	5.250e-003	1.339e-002	1.881e+001	2.757e-003
39187.9772100	-1.695e-002	5.171e-003	1.339e-002	1.873e+001	2.548e-003
39187.9775600	-1.720e-002	4.826e-003	1.339e-002	1.865e+001	1.926e-003
39187.9779100	-1.735e-002	4.856e-003	1.197e-002	1.865e+001	1.926e-003
39187.9782500	-1.756e-002	4.508e-003	1.466e-002	1.857e+001	1.311e-003
39187.9786000	-1.776e-002	4.162e-003	1.197e-002	1.849e+001	7.027e-004
39187.9789500	-1.790e-002	4.256e-003	1.466e-002	1.845e+001	8.029e-004
39187.9793000	-1.806e-002	4.353e-003	1.197e-002	1.841e+001	9.034e-004
39187.9796400	-1.823e-002	4.002e-003	1.197e-002	1.833e+001	2.992e-004
39187.9799900	-1.836e-002	3.965e-003	1.584e-002	1.829e+001	1.988e-004
39187.9803400	-1.846e-002	3.670e-003	1.893e-002	1.825e+001	-2.983e-004
39187.9806800	-1.856e-002	3.944e-003	2.159e-002	1.825e+001	9.849e-005
39187.9810300	-1.866e-002	4.542e-003	2.074e-002	1.821e+001	1.002e-003
39187.9813800	-1.879e-002	3.051e-003	2.074e-002	1.813e+001	-1.376e-003
39187.9817300	-1.888e-002	3.568e-003	2.159e-002	1.813e+001	-5.961e-004
39187.9820700	-1.898e-002	3.525e-003	1.796e-002	1.809e+001	-6.950e-004
39187.9824200	-1.903e-002	3.787e-003	1.893e-002	1.809e+001	-3.010e-004
39187.9827700	-1.912e-002	3.743e-003	1.893e-002	1.805e+001	-4.004e-004
39187.9831200	-1.921e-002	3.573e-003	1.796e-002	1.801e+001	-6.964e-004
39187.9834600	-1.929e-002	3.401e-003	1.339e-002	1.797e+001	-9.907e-004
39187.9838100	-1.936e-002	3.229e-003	1.339e-002	1.793e+001	-1.283e-003
39187.9841600	-1.943e-002	3.181e-003	1.197e-002	1.789e+001	-1.381e-003
39187.9845000	-1.950e-002	3.134e-003	1.037e-002	1.785e+001	-1.479e-003
39187.9848500	-1.956e-002	3.270e-003	1.197e-002	1.785e+001	-1.285e-003
39187.9852000	-1.961e-002	3.280e-003	1.197e-002	1.785e+001	-1.285e-003
39187.9855500	-1.966e-002	3.228e-003	1.037e-002	1.781e+001	-1.383e-003
39187.9858900	-1.970e-002	3.114e-003	1.339e-002	1.781e+001	-1.576e-003
39187.9862400	-1.974e-002	3.246e-003	1.037e-002	1.781e+001	-1.383e-003
39187.9865900	-1.981e-002	3.074e-003	1.197e-002	1.777e+001	-1.673e-003
39187.9869300	-1.986e-002	3.022e-003	1.339e-002	1.773e+001	-1.771e-003
39187.9872800	-1.990e-002	2.909e-003	1.339e-002	1.773e+001	-1.963e-003
39187.9876300	-1.996e-002	2.982e-003	1.339e-002	1.769e+001	-1.868e-003
39187.9879800	-1.999e-002	2.865e-003	1.339e-002	1.769e+001	-2.059e-003
39187.9883200	-2.003e-002	2.752e-003	1.466e-002	1.769e+001	-2.250e-003
39187.9886700	-2.005e-002	3.002e-003	1.339e-002	1.769e+001	-1.868e-003
39187.9890200	-2.010e-002	2.827e-003	1.466e-002	1.765e+001	-2.156e-003
39187.9893700	-2.014e-002	2.835e-003	1.339e-002	1.765e+001	-2.156e-003
39187.9897100	-2.016e-002	2.841e-003	1.466e-002	1.765e+001	-2.156e-003
39187.9900600	-2.019e-002	2.846e-003	1.466e-002	1.765e+001	-2.156e-003
39187.9904100	-2.023e-002	2.794e-003	1.466e-002	1.761e+001	-2.252e-003
