Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39131.2925900	-1.969e-002	2.934e-002	1.557e-001	2.093e+001	3.953e-002
39131.2929400	-1.585e-002	1.892e-002	1.147e-001	2.089e+001	2.445e-002
39131.2932900	2.223e-001	4.448e-001	1.243e-001	2.089e+001	7.701e-001
39131.2936400	1.299e+001	1.454e+001	1.301e-001	2.093e+001	1.584e+001
39131.2939800	1.875e+001	1.287e+001	9.197e-002	2.113e+001	2.632e+001
39131.2943300	2.155e+001	2.307e+001	8.614e-002	2.137e+001	4.322e+001
39131.2946800	2.860e+001	3.093e+001	1.115e-001	2.161e+001	3.373e+001
39131.2950300	1.165e+001	1.030e+001	1.014e-001	2.185e+001	1.996e+001
39131.2953700	1.101e+000	2.224e+000	8.860e-002	2.193e+001	3.846e+000
39131.2957200	9.448e-001	1.591e+000	8.445e-002	2.201e+001	2.804e+000
39131.2960700	7.788e-001	1.443e+000	1.175e-001	2.213e+001	2.518e+000
39131.2964100	4.694e-001	7.804e-001	8.551e-002	2.221e+001	1.377e+000
39131.2967600	7.766e-001	1.312e+000	1.668e-001	2.233e+001	2.311e+000
39131.2971100	2.891e+001	3.616e+001	8.077e-002	2.237e+001	6.615e+001
39131.2974600	3.039e+001	3.649e+001	1.042e-001	2.253e+001	6.715e+001
39131.2978000	2.735e+001	3.239e+001	7.184e-002	2.269e+001	5.973e+001
39131.2981500	3.050e+001	4.030e+001	9.333e-002	2.281e+001	7.317e+001
39131.2985000	3.608e+001	4.404e+001	5.388e-002	2.289e+001	8.085e+001
39131.2988400	3.674e+001	4.088e+001	6.826e-002	2.305e+001	7.611e+001
39131.2991900	3.374e+001	3.831e+001	6.503e-002	2.321e+001	7.111e+001
39131.2995400	3.000e+001	3.560e+001	9.616e-002	2.333e+001	6.563e+001
39131.2998900	6.602e+000	6.365e+000	1.086e-001	2.329e+001	1.214e+001
39131.3002300	9.935e-001	2.477e-001	2.300e-001	2.301e+001	2.928e-001
39131.3005800	4.681e-001	7.657e-001	2.159e-002	2.269e+001	1.354e+000
39131.3009300	4.401e-001	7.755e-001	1.466e-002	2.229e+001	1.360e+000
39131.3012800	4.471e-001	7.738e-001	1.584e-002	2.197e+001	1.359e+000
39131.3016200	4.547e-001	7.870e-001	1.796e-002	2.169e+001	1.382e+000
39131.3019700	4.625e-001	7.934e-001	1.584e-002	2.141e+001	1.395e+000
39131.3023200	4.749e-001	8.074e-001	1.339e-002	2.117e+001	1.421e+000
39131.3026600	4.856e-001	8.184e-001	1.197e-002	2.093e+001	1.442e+000
39131.3030100	5.056e-001	8.328e-001	1.466e-002	2.073e+001	1.471e+000
39131.3033600	5.226e-001	8.497e-001	1.466e-002	2.057e+001	1.503e+000
39131.3037100	5.395e-001	8.617e-001	1.197e-002	2.037e+001	1.527e+000
39131.3040500	5.570e-001	8.739e-001	1.339e-002	2.017e+001	1.552e+000
39131.3044000	5.781e-001	8.950e-001	1.693e-002	2.001e+001	1.592e+000
39131.3047500	5.950e-001	9.096e-001	1.584e-002	1.985e+001	1.621e+000
39131.3050900	6.182e-001	9.247e-001	1.197e-002	1.973e+001	1.652e+000
39131.3054400	6.390e-001	9.433e-001	1.339e-002	1.957e+001	1.688e+000
39131.3057900	6.639e-001	9.589e-001	1.693e-002	1.945e+001	1.721e+000
39131.3061400	6.869e-001	9.709e-001	2.074e-002	1.933e+001	1.747e+000
39131.3064800	7.174e-001	1.001e+000	1.584e-002	1.925e+001	1.805e+000
39131.3068300	7.462e-001	1.015e+000	1.197e-002	1.917e+001	1.835e+000
39131.3071800	7.720e-001	1.041e+000	1.339e-002	1.905e+001	1.885e+000
39131.3075300	8.029e-001	1.060e+000	1.584e-002	1.897e+001	1.924e+000
39131.3078700	8.369e-001	1.072e+000	1.893e-002	1.897e+001	1.955e+000
39131.3082200	8.525e-001	1.075e+000	1.693e-002	1.889e+001	1.964e+000
39131.3085700	8.667e-001	1.082e+000	1.584e-002	1.889e+001	1.980e+000
39131.3089100	8.739e-001	1.080e+000	1.796e-002	1.889e+001	1.980e+000
39131.3092600	8.739e-001	1.071e+000	1.693e-002	1.889e+001	1.964e+000
39131.3096100	8.703e-001	1.076e+000	1.693e-002	1.889e+001	1.972e+000
39131.3099600	8.632e-001	1.058e+000	1.796e-002	1.889e+001	1.942e+000
39131.3103000	8.499e-001	1.058e+000	1.796e-002	1.893e+001	1.937e+000
39131.3106500	8.360e-001	1.042e+000	1.693e-002	1.893e+001	1.907e+000
39131.3110000	8.300e-001	1.035e+000	1.796e-002	1.897e+001	1.894e+000
39131.3113400	8.163e-001	1.033e+000	1.796e-002	1.897e+001	1.887e+000
39131.3116900	8.130e-001	1.024e+000	1.796e-002	1.897e+001	1.872e+000
39131.3120400	8.139e-001	1.026e+000	1.693e-002	1.901e+001	1.875e+000
39131.3123900	8.071e-001	1.027e+000	1.796e-002	1.901e+001	1.875e+000
39131.3127300	8.029e-001	1.022e+000	1.466e-002	1.897e+001	1.865e+000
39131.3130800	8.063e-001	1.021e+000	1.693e-002	1.897e+001	1.865e+000
39131.3134300	8.029e-001	1.017e+000	1.584e-002	1.897e+001	1.858e+000
39131.3137800	8.029e-001	1.013e+000	1.986e-002	1.897e+001	1.850e+000
39131.3141200	8.096e-001	1.016e+000	1.893e-002	1.897e+001	1.858e+000
39131.3144700	8.197e-001	1.018e+000	1.796e-002	1.897e+001	1.865e+000
39131.3148200	8.257e-001	1.025e+000	1.693e-002	1.893e+001	1.877e+000
39131.3151600	8.420e-001	1.034e+000	1.466e-002	1.889e+001	1.896e+000
39131.3155100	8.667e-001	1.067e+000	1.693e-002	1.889e+001	1.957e+000
39131.3158600	8.912e-001	1.080e+000	1.693e-002	1.885e+001	1.985e+000
39131.3162100	9.211e-001	1.109e+000	1.796e-002	1.885e+001	2.040e+000
39131.3165500	9.679e-001	1.151e+000	1.796e-002	1.885e+001	2.122e+000
39131.3169000	1.012e+000	1.183e+000	1.693e-002	1.881e+001	2.186e+000
39131.3172500	1.067e+000	1.216e+000	1.584e-002	1.881e+001	2.255e+000
39131.3175900	1.117e+000	1.257e+000	1.584e-002	1.881e+001	2.336e+000
39131.3179400	1.158e+000	1.282e+000	1.466e-002	1.877e+001	2.388e+000
39131.3182900	1.180e+000	1.305e+000	1.339e-002	1.873e+001	2.432e+000
39131.3186400	1.220e+000	1.333e+000	1.466e-002	1.873e+001	2.490e+000
39131.3189800	1.244e+000	1.351e+000	1.466e-002	1.869e+001	2.525e+000
39131.3193300	1.273e+000	1.381e+000	1.466e-002	1.865e+001	2.581e+000
39131.3196800	1.316e+000	1.398e+000	1.197e-002	1.865e+001	2.622e+000
39131.3200300	1.330e+000	1.416e+000	1.197e-002	1.857e+001	2.656e+000
