Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39200.3756300	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3759700	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3763200	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3766700	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3770200	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3773600	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3777100	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3780600	-1.132e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.3784000	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3787500	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3791000	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3794500	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3797900	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3801400	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3804900	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3808400	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3811800	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3815300	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3818800	-1.132e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.3822200	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3825700	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3829200	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3832700	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3836100	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3839600	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3843100	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3846500	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3850000	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3853500	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3857000	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3860400	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3863900	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3867400	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3870900	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3874300	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3877800	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3881300	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3884700	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3888200	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3891700	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3895200	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3898600	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3902100	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3905600	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3909000	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3912500	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3916000	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3919500	-1.132e-002	1.675e-002	1.796e-002	2.129e+001	2.255e-002
39200.3922900	-1.132e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.3926400	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3929900	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3933400	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3936800	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3940300	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3943800	-1.132e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.3947200	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3950700	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3954200	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3957700	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3961100	-1.132e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3964600	-1.132e-002	1.675e-002	1.893e-002	2.129e+001	2.255e-002
39200.3968100	-1.132e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.3971500	-1.131e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.3975000	-1.131e-002	1.688e-002	1.339e-002	2.129e+001	2.275e-002
39200.3978500	-1.131e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.3982000	-1.131e-002	1.688e-002	1.466e-002	2.129e+001	2.275e-002
39200.3985400	-1.132e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.3988900	-1.132e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3992400	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.3995900	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.3999300	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4002800	-1.132e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4006300	-1.131e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.4009700	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.4013200	-1.132e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.4016700	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4020200	-1.131e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.4023600	-1.131e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.4027100	-1.131e-002	1.688e-002	1.466e-002	2.129e+001	2.275e-002
39200.4030600	-1.131e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.4034000	-1.131e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.4037500	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4041000	-1.131e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.4044500	-1.131e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.4047900	-1.131e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.4051400	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.4054900	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.4058400	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.4061800	-1.131e-002	1.688e-002	2.074e-002	2.129e+001	2.275e-002
39200.4065300	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.4068800	-1.131e-002	1.688e-002	1.466e-002	2.129e+001	2.275e-002
39200.4072200	-1.131e-002	1.688e-002	1.893e-002	2.129e+001	2.275e-002
39200.4075700	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4079200	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4082700	-1.130e-002	1.688e-002	1.986e-002	2.129e+001	2.275e-002
39200.4086100	-1.131e-002	1.688e-002	1.584e-002	2.129e+001	2.275e-002
39200.4089600	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4093100	-1.131e-002	1.688e-002	1.796e-002	2.129e+001	2.275e-002
39200.4096500	-1.131e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
39200.4100000	-1.130e-002	1.707e-002	1.693e-002	2.133e+001	2.306e-002
39200.4103500	-1.130e-002	1.688e-002	1.693e-002	2.129e+001	2.275e-002
