Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39506.8753800	-6.611e-003	2.912e-003	1.893e-002	1.731e+001	2.398e-003
39506.8757300	-6.618e-003	2.813e-003	1.584e-002	1.727e+001	2.239e-003
39506.8760800	-6.613e-003	2.812e-003	1.466e-002	1.727e+001	2.239e-003
39506.8764300	-6.611e-003	2.846e-003	1.466e-002	1.731e+001	2.294e-003
39506.8767700	-6.611e-003	2.912e-003	1.584e-002	1.731e+001	2.398e-003
39506.8771200	-6.611e-003	2.846e-003	1.693e-002	1.731e+001	2.294e-003
39506.8774700	-6.611e-003	2.846e-003	1.584e-002	1.731e+001	2.294e-003
39506.8778100	-6.611e-003	2.912e-003	1.584e-002	1.731e+001	2.398e-003
39506.8781600	-6.611e-003	2.846e-003	1.584e-002	1.731e+001	2.294e-003
39506.8785100	-6.606e-003	2.911e-003	1.693e-002	1.731e+001	2.398e-003
39506.8788600	-6.611e-003	2.912e-003	1.466e-002	1.731e+001	2.398e-003
39506.8792000	-6.603e-003	3.080e-003	1.466e-002	1.735e+001	2.664e-003
39506.8795500	-6.603e-003	3.013e-003	1.466e-002	1.735e+001	2.558e-003
39506.8799000	-6.611e-003	2.846e-003	1.893e-002	1.731e+001	2.294e-003
39506.8802500	-6.603e-003	2.946e-003	1.693e-002	1.735e+001	2.453e-003
39506.8805900	-6.603e-003	2.946e-003	1.466e-002	1.735e+001	2.453e-003
39506.8809400	-6.606e-003	2.911e-003	1.466e-002	1.731e+001	2.398e-003
39506.8812900	-6.611e-003	2.912e-003	1.693e-002	1.731e+001	2.398e-003
39506.8816300	-6.603e-003	3.013e-003	1.339e-002	1.735e+001	2.558e-003
39506.8819800	-6.603e-003	3.080e-003	1.466e-002	1.735e+001	2.664e-003
39506.8823300	-6.598e-003	3.012e-003	1.339e-002	1.735e+001	2.558e-003
39506.8826800	-6.603e-003	2.879e-003	1.339e-002	1.735e+001	2.349e-003
39506.8830200	-6.603e-003	3.013e-003	1.584e-002	1.735e+001	2.558e-003
39506.8833700	-6.611e-003	2.846e-003	1.339e-002	1.731e+001	2.294e-003
39506.8837200	-6.603e-003	2.879e-003	1.466e-002	1.735e+001	2.349e-003
39506.8840600	-6.603e-003	2.946e-003	1.339e-002	1.735e+001	2.453e-003
39506.8844100	-6.603e-003	2.946e-003	1.584e-002	1.735e+001	2.453e-003
39506.8847600	-6.603e-003	2.946e-003	1.466e-002	1.735e+001	2.453e-003
39506.8851100	-6.603e-003	2.879e-003	1.693e-002	1.735e+001	2.349e-003
39506.8854500	-6.603e-003	2.879e-003	1.584e-002	1.735e+001	2.349e-003
39506.8858000	-6.595e-003	3.047e-003	1.466e-002	1.739e+001	2.614e-003
39506.8861500	-6.603e-003	2.946e-003	1.339e-002	1.735e+001	2.453e-003
39506.8865000	-6.595e-003	3.047e-003	1.466e-002	1.739e+001	2.614e-003
39506.8868400	-6.590e-003	3.045e-003	1.466e-002	1.739e+001	2.614e-003
39506.8871900	-6.595e-003	3.047e-003	1.584e-002	1.739e+001	2.614e-003
39506.8875400	-6.595e-003	3.047e-003	1.197e-002	1.739e+001	2.614e-003
39506.8878800	-6.603e-003	2.946e-003	1.037e-002	1.735e+001	2.453e-003
39506.8882300	-6.590e-003	3.045e-003	1.197e-002	1.739e+001	2.614e-003
39506.8885800	-6.595e-003	3.047e-003	1.339e-002	1.739e+001	2.614e-003
39506.8889300	-6.595e-003	3.047e-003	1.339e-002	1.739e+001	2.614e-003
39506.8892700	-6.595e-003	3.047e-003	1.197e-002	1.739e+001	2.614e-003
39506.8896200	-6.588e-003	3.148e-003	1.339e-002	1.743e+001	2.775e-003
39506.8899700	-6.588e-003	3.148e-003	1.466e-002	1.743e+001	2.775e-003
39506.8903100	-6.582e-003	3.214e-003	1.466e-002	1.743e+001	2.881e-003
39506.8906600	-6.595e-003	3.047e-003	1.466e-002	1.739e+001	2.614e-003
39506.8910100	-6.595e-003	3.047e-003	1.339e-002	1.739e+001	2.614e-003
39506.8913600	-6.595e-003	3.047e-003	1.197e-002	1.739e+001	2.614e-003
39506.8917000	-6.595e-003	3.047e-003	1.197e-002	1.739e+001	2.614e-003
39506.8920500	-6.595e-003	2.979e-003	1.197e-002	1.739e+001	2.508e-003
39506.8924000	-6.588e-003	3.148e-003	1.466e-002	1.743e+001	2.775e-003
39506.8927500	-6.588e-003	3.148e-003	1.197e-002	1.743e+001	2.775e-003
39506.8930900	-6.588e-003	3.080e-003	1.339e-002	1.743e+001	2.669e-003
39506.8934400	-6.582e-003	3.147e-003	1.339e-002	1.743e+001	2.775e-003
39506.8937900	-6.588e-003	3.148e-003	1.466e-002	1.743e+001	2.775e-003
39506.8941300	-6.588e-003	3.080e-003	1.339e-002	1.743e+001	2.669e-003
39506.8944800	-6.588e-003	3.148e-003	1.339e-002	1.743e+001	2.775e-003
39506.8948300	-6.588e-003	3.148e-003	1.466e-002	1.743e+001	2.775e-003
39506.8951800	-6.588e-003	3.148e-003	1.339e-002	1.743e+001	2.775e-003
39506.8955200	-6.588e-003	3.148e-003	1.466e-002	1.743e+001	2.775e-003
39506.8958700	-6.588e-003	3.080e-003	1.197e-002	1.743e+001	2.669e-003
39506.8962200	-6.588e-003	3.080e-003	1.197e-002	1.743e+001	2.669e-003
39506.8965600	-6.588e-003	3.080e-003	1.197e-002	1.743e+001	2.669e-003
39506.8969100	-6.588e-003	3.148e-003	1.466e-002	1.743e+001	2.775e-003
39506.8972600	-6.580e-003	3.249e-003	1.339e-002	1.747e+001	2.937e-003
39506.8976100	-6.580e-003	3.249e-003	1.584e-002	1.747e+001	2.937e-003
39506.8979500	-6.580e-003	3.182e-003	1.197e-002	1.747e+001	2.830e-003
39506.8983000	-6.588e-003	3.148e-003	1.339e-002	1.743e+001	2.775e-003
39506.8986500	-6.588e-003	3.080e-003	1.197e-002	1.743e+001	2.669e-003
39506.8990000	-6.580e-003	3.182e-003	1.339e-002	1.747e+001	2.830e-003
39506.8993400	-6.580e-003	3.249e-003	1.339e-002	1.747e+001	2.937e-003
39506.8996900	-6.580e-003	3.249e-003	1.197e-002	1.747e+001	2.937e-003
