Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39054.3339300	4.168e+001	5.419e+001	1.206e-001	2.019e+001	9.860e+001
39054.3342700	5.536e+001	7.639e+001	3.642e-002	2.027e+001	1.379e+002
39054.3346200	5.476e+001	7.632e+001	1.520e-001	2.035e+001	1.376e+002
39054.3349700	4.797e+001	6.471e+001	1.530e-001	2.043e+001	1.171e+002
39054.3353100	1.512e+001	1.242e+001	1.492e-001	2.043e+001	2.443e+001
39054.3356600	1.416e+001	1.400e+001	1.271e-001	2.047e+001	2.658e+001
39054.3360100	1.383e+001	1.538e+001	1.463e-001	2.071e+001	2.863e+001
39054.3363600	2.753e+001	2.723e+001	4.148e-002	2.087e+001	5.171e+001
39054.3367000	2.818e+001	2.870e+001	4.973e-002	2.087e+001	5.422e+001
39054.3370500	2.028e+001	1.876e+001	1.211e-001	2.087e+001	3.605e+001
39054.3374000	6.865e+001	7.041e+001	1.066e-001	2.091e+001	1.329e+002
39054.3377500	1.133e+002	1.470e+002	6.448e-002	2.087e+001	2.676e+002
39054.3380900	7.868e+001	8.710e+001	1.004e-001	2.083e+001	1.623e+002
39054.3384400	1.319e+002	1.260e+002	1.596e-001	2.075e+001	2.408e+002
39054.3387900	1.586e+002	1.488e+002	1.796e-002	2.071e+001	2.853e+002
39054.3391300	1.075e+002	1.047e+002	1.441e-001	2.063e+001	1.994e+002
39054.3394800	5.190e+001	6.211e+001	1.460e-001	2.079e+001	6.756e+001
39054.3398300	5.683e+001	7.442e+001	1.078e-001	2.083e+001	1.353e+002
39054.3401800	9.849e+001	1.393e+002	9.727e-002	2.095e+001	2.505e+002
39054.3405200	6.694e+001	9.613e+001	7.405e-002	2.111e+001	1.726e+002
39054.3408700	6.838e+001	9.319e+001	1.244e-001	2.127e+001	1.685e+002
39054.3412200	5.071e+001	5.792e+001	5.253e-002	2.147e+001	1.074e+002
39054.3415600	4.048e+001	4.532e+001	7.549e-002	2.159e+001	8.431e+001
39054.3419100	3.944e+001	4.180e+001	6.503e-002	2.171e+001	7.844e+001
