Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39425.5420500	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5424000	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.791e-003
39425.5427500	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.791e-003
39425.5430900	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5434400	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5437900	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5441300	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5444800	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.791e-003
39425.5448300	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5451800	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5455200	-1.230e-002	1.000e-003	1.197e-002	1.605e+001	-4.886e-003
39425.5458700	-1.230e-002	1.000e-003	1.584e-002	1.605e+001	-4.886e-003
39425.5462200	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5465600	-1.230e-002	1.000e-003	1.466e-002	1.605e+001	-4.886e-003
39425.5469100	-1.230e-002	1.000e-003	1.466e-002	1.605e+001	-4.791e-003
39425.5472600	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5476100	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5479500	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5483000	-1.230e-002	1.000e-003	1.466e-002	1.605e+001	-4.791e-003
39425.5486500	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5490000	-1.231e-002	1.000e-003	1.197e-002	1.601e+001	-5.030e-003
39425.5493400	-1.231e-002	1.000e-003	1.339e-002	1.601e+001	-5.030e-003
39425.5496900	-1.231e-002	1.000e-003	1.466e-002	1.601e+001	-5.030e-003
39425.5500400	-1.231e-002	1.000e-003	1.339e-002	1.601e+001	-4.935e-003
39425.5503800	-1.230e-002	1.000e-003	1.339e-002	1.605e+001	-4.886e-003
39425.5507300	-1.231e-002	1.000e-003	1.466e-002	1.605e+001	-4.886e-003
39425.5510800	-1.231e-002	1.000e-003	1.466e-002	1.601e+001	-5.030e-003
39425.5514300	-1.231e-002	1.000e-003	1.197e-002	1.601e+001	-5.030e-003
39425.5517700	-1.231e-002	1.000e-003	1.339e-002	1.601e+001	-4.935e-003
39425.5521200	-1.231e-002	1.000e-003	1.339e-002	1.605e+001	-4.791e-003
39425.5524700	-1.231e-002	1.000e-003	1.339e-002	1.601e+001	-5.030e-003
39425.5528100	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-5.030e-003
39425.5531600	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-4.935e-003
39425.5535100	-1.231e-002	1.000e-003	1.466e-002	1.605e+001	-4.886e-003
39425.5538600	-1.232e-002	1.000e-003	1.339e-002	1.601e+001	-4.935e-003
39425.5542000	-1.231e-002	1.000e-003	1.339e-002	1.605e+001	-4.791e-003
39425.5545500	-1.232e-002	1.000e-003	1.339e-002	1.601e+001	-5.030e-003
39425.5549000	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-4.935e-003
39425.5552500	-1.232e-002	1.000e-003	1.339e-002	1.601e+001	-5.030e-003
39425.5555900	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-5.030e-003
39425.5559400	-1.232e-002	1.000e-003	1.339e-002	1.601e+001	-4.935e-003
39425.5562900	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-4.935e-003
39425.5566300	-1.232e-002	1.000e-003	1.584e-002	1.601e+001	-5.030e-003
39425.5569800	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-4.935e-003
39425.5573300	-1.233e-002	1.000e-003	1.584e-002	1.597e+001	-5.079e-003
39425.5576800	-1.233e-002	1.000e-003	1.466e-002	1.597e+001	-5.079e-003
39425.5580200	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-4.935e-003
39425.5583700	-1.233e-002	1.000e-003	1.584e-002	1.597e+001	-5.172e-003
39425.5587200	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-5.030e-003
39425.5590600	-1.233e-002	1.000e-003	1.197e-002	1.597e+001	-5.172e-003
39425.5594100	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-5.030e-003
39425.5597600	-1.233e-002	1.000e-003	1.197e-002	1.597e+001	-5.079e-003
39425.5601100	-1.232e-002	1.000e-003	1.584e-002	1.601e+001	-4.935e-003
39425.5604500	-1.233e-002	1.000e-003	1.466e-002	1.597e+001	-5.079e-003
39425.5608000	-1.232e-002	1.000e-003	1.466e-002	1.601e+001	-5.030e-003
39425.5611500	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5615000	-1.233e-002	1.000e-003	1.466e-002	1.597e+001	-5.079e-003
39425.5618400	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5621900	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5625400	-1.233e-002	1.000e-003	1.584e-002	1.597e+001	-5.079e-003
39425.5628800	-1.233e-002	1.000e-003	1.339e-002	1.601e+001	-4.935e-003
39425.5632300	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5635800	-1.233e-002	1.000e-003	1.584e-002	1.597e+001	-5.079e-003
39425.5639300	-1.233e-002	1.000e-003	1.466e-002	1.597e+001	-4.985e-003
39425.5642700	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5646200	-1.233e-002	1.000e-003	1.584e-002	1.601e+001	-5.030e-003
39425.5649700	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5653100	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5656600	-1.233e-002	1.000e-003	1.466e-002	1.597e+001	-4.985e-003
39425.5660100	-1.233e-002	1.000e-003	1.466e-002	1.597e+001	-5.079e-003
39425.5663600	-1.233e-002	1.000e-003	1.466e-002	1.597e+001	-5.079e-003
39425.5667000	-1.233e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5670500	-1.234e-002	1.000e-003	1.197e-002	1.597e+001	-5.079e-003
39425.5674000	-1.233e-002	1.000e-003	1.197e-002	1.597e+001	-4.985e-003
39425.5677500	-1.234e-002	1.000e-003	1.584e-002	1.597e+001	-5.079e-003
39425.5680900	-1.234e-002	1.000e-003	1.339e-002	1.593e+001	-5.128e-003
39425.5684400	-1.234e-002	1.000e-003	1.339e-002	1.597e+001	-5.079e-003
39425.5687900	-1.234e-002	1.000e-003	1.197e-002	1.593e+001	-5.221e-003
39425.5691300	-1.234e-002	1.000e-003	1.466e-002	1.593e+001	-5.221e-003
39425.5694800	-1.234e-002	1.000e-003	1.339e-002	1.593e+001	-5.221e-003
39425.5698300	-1.234e-002	1.000e-003	1.339e-002	1.593e+001	-5.221e-003
39425.5701800	-1.234e-002	1.000e-003	1.197e-002	1.593e+001	-5.221e-003
39425.5705200	-1.234e-002	1.000e-003	1.466e-002	1.593e+001	-5.221e-003
39425.5708700	-1.234e-002	1.000e-003	1.466e-002	1.597e+001	-5.079e-003
39425.5712200	-1.234e-002	1.000e-003	1.339e-002	1.593e+001	-5.128e-003
39425.5715600	-1.234e-002	1.000e-003	1.466e-002	1.593e+001	-5.221e-003
39425.5719100	-1.235e-002	1.000e-003	1.197e-002	1.593e+001	-5.128e-003
39425.5722600	-1.235e-002	1.000e-003	1.466e-002	1.593e+001	-5.221e-003
39425.5726100	-1.234e-002	1.000e-003	1.693e-002	1.593e+001	-5.221e-003
39425.5729500	-1.235e-002	1.000e-003	1.466e-002	1.593e+001	-5.128e-003
39425.5733000	-1.235e-002	1.000e-003	1.339e-002	1.593e+001	-5.221e-003
39425.5736500	-1.235e-002	1.000e-003	1.197e-002	1.593e+001	-5.221e-003
39425.5740000	-1.235e-002	1.000e-003	1.339e-002	1.593e+001	-5.128e-003
39425.5743400	-1.235e-002	1.000e-003	1.466e-002	1.593e+001	-5.221e-003
39425.5746900	-1.235e-002	1.000e-003	1.339e-002	1.593e+001	-5.128e-003
39425.5750400	-1.235e-002	1.000e-003	1.466e-002	1.593e+001	-5.128e-003
39425.5753800	-1.235e-002	1.000e-003	1.339e-002	1.593e+001	-5.128e-003
39425.5757300	-1.235e-002	1.000e-003	1.339e-002	1.593e+001	-5.221e-003
39425.5760800	-1.235e-002	1.000e-003	1.339e-002	1.593e+001	-5.221e-003
39425.5764300	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.363e-003
39425.5767700	-1.235e-002	1.000e-003	1.466e-002	1.593e+001	-5.128e-003
39425.5771200	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5774700	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.456e-003
39425.5778100	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.363e-003
39425.5781600	-1.235e-002	1.000e-003	1.466e-002	1.593e+001	-5.128e-003
39425.5785100	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5788600	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.270e-003
39425.5792000	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.363e-003
39425.5795500	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5799000	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.270e-003
39425.5802500	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5805900	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5809400	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5812900	-1.235e-002	1.000e-003	1.466e-002	1.593e+001	-5.128e-003
39425.5816300	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.270e-003
39425.5819800	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5823300	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5826800	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5830200	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5833700	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5837200	-1.235e-002	1.000e-003	1.339e-002	1.593e+001	-5.128e-003
39425.5840600	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.270e-003
39425.5844100	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5847600	-1.236e-002	1.000e-003	1.037e-002	1.589e+001	-5.270e-003
39425.5851100	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.270e-003
39425.5854500	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5858000	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5861500	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5865000	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5868400	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5871900	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5875400	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.363e-003
39425.5878800	-1.236e-002	1.000e-003	1.796e-002	1.589e+001	-5.270e-003
39425.5882300	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5885800	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.176e-003
39425.5889300	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5892700	-1.236e-002	1.000e-003	1.197e-002	1.589e+001	-5.270e-003
39425.5896200	-1.236e-002	1.000e-003	1.339e-002	1.589e+001	-5.270e-003
39425.5899700	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5903100	-1.237e-002	1.000e-003	1.466e-002	1.585e+001	-5.411e-003
39425.5906600	-1.236e-002	1.000e-003	1.693e-002	1.589e+001	-5.270e-003
39425.5910100	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.363e-003
39425.5913600	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5917000	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.176e-003
39425.5920500	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.270e-003
39425.5924000	-1.236e-002	1.000e-003	1.584e-002	1.589e+001	-5.270e-003
39425.5927500	-1.237e-002	1.000e-003	1.584e-002	1.585e+001	-5.411e-003
39425.5930900	-1.236e-002	1.000e-003	1.466e-002	1.589e+001	-5.270e-003
39425.5934400	-1.237e-002	1.000e-003	1.339e-002	1.585e+001	-5.318e-003
39425.5937900	-1.237e-002	1.000e-003	1.466e-002	1.585e+001	-5.318e-003
39425.5941300	-1.237e-002	1.000e-003	1.584e-002	1.585e+001	-5.411e-003
39425.5944800	-1.237e-002	1.000e-003	1.584e-002	1.585e+001	-5.411e-003
39425.5948300	-1.237e-002	1.000e-003	1.466e-002	1.585e+001	-5.411e-003
39425.5951800	-1.237e-002	1.000e-003	1.466e-002	1.585e+001	-5.318e-003
