Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39481.3330200	-1.918e-002	1.503e+001	1.269e-001	2.671e+001	2.354e+001
39481.3333700	-1.918e-002	5.563e+001	1.115e-001	2.671e+001	8.719e+001
39481.3337200	-1.917e-002	5.048e+001	9.236e-002	2.675e+001	7.912e+001
39481.3340600	-1.916e-002	4.445e+001	1.243e-001	2.679e+001	6.967e+001
39481.3344100	-1.914e-002	4.590e+001	6.308e-002	2.687e+001	7.194e+001
39481.3347600	-1.912e-002	4.479e+001	1.102e-001	2.695e+001	7.020e+001
39481.3351100	-1.910e-002	6.135e+001	9.466e-002	2.703e+001	9.615e+001
39481.3354500	-1.910e-002	6.491e+001	4.900e-002	2.703e+001	1.017e+002
39481.3358000	-1.907e-002	6.602e+001	8.077e-002	2.711e+001	1.035e+002
39481.3361500	-1.907e-002	1.684e+001	1.281e-001	2.715e+001	2.639e+001
39481.3365000	-1.907e-002	6.146e+001	1.203e-001	2.711e+001	9.633e+001
39481.3368400	-1.908e-002	3.611e+001	9.837e-002	2.707e+001	5.659e+001
39481.3371900	-1.908e-002	3.387e+001	1.114e-001	2.707e+001	5.307e+001
39481.3375400	-1.908e-002	3.839e+001	9.910e-002	2.711e+001	6.016e+001
39481.3378800	-1.907e-002	6.078e+000	1.126e-001	2.715e+001	9.520e+000
39481.3382300	-1.908e-002	3.570e+001	7.620e-002	2.707e+001	5.595e+001
39481.3385800	-1.908e-002	3.679e+001	7.573e-002	2.707e+001	5.766e+001
39481.3389300	-1.907e-002	2.033e+001	9.236e-002	2.715e+001	3.186e+001
39481.3392700	-1.904e-002	2.537e+001	7.942e-002	2.727e+001	3.976e+001
39481.3396200	-1.903e-002	9.287e+000	1.101e-001	2.731e+001	1.455e+001
39481.3399700	-1.904e-002	5.700e+001	5.835e-002	2.727e+001	8.933e+001
39481.3403100	-1.903e-002	7.313e+001	7.829e-002	2.731e+001	1.146e+002
39481.3406600	-1.903e-002	8.501e+001	3.880e-002	2.731e+001	1.332e+002
39481.3410100	-1.902e-002	8.801e+001	4.973e-002	2.735e+001	1.379e+002
39481.3413600	-1.902e-002	8.413e+001	3.387e-002	2.735e+001	1.319e+002
39481.3417000	-1.901e-002	8.548e+001	4.520e-002	2.739e+001	1.340e+002
39481.3420500	-1.902e-002	2.013e+001	8.551e-002	2.735e+001	3.155e+001
39481.3424000	-1.903e-002	3.673e+001	1.012e-001	2.731e+001	5.757e+001
39481.3427500	-1.903e-002	4.097e+001	9.672e-002	2.731e+001	6.421e+001
39481.3430900	-1.904e-002	2.845e+000	1.250e-001	2.723e+001	4.453e+000
39481.3434400	-1.917e-002	3.504e+000	1.316e-001	2.675e+001	5.486e+000
39481.3437900	-1.952e-002	4.912e+000	1.241e-001	2.507e+001	7.693e+000
