Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39201.3721900	8.016e+000	6.892e+000	7.897e-002	1.843e+001	1.343e+001
39201.3725400	1.864e+001	1.833e+001	1.454e-001	1.871e+001	3.484e+001
39201.3728800	1.720e+001	1.535e+001	4.440e-002	1.899e+001	2.970e+001
39201.3732300	3.801e+001	4.421e+001	1.185e-001	1.923e+001	8.176e+001
39201.3735800	2.219e+001	2.323e+001	1.243e-001	1.943e+001	4.369e+001
39201.3739300	2.003e+001	1.995e+001	1.303e-001	1.955e+001	3.784e+001
39201.3742700	2.868e+001	2.828e+001	1.301e-001	1.975e+001	5.373e+001
39201.3746200	1.165e+001	1.095e+001	1.079e-001	1.991e+001	2.099e+001
39201.3749700	4.975e+001	4.998e+001	1.096e-001	2.003e+001	9.464e+001
39201.3753100	2.307e+001	1.869e+001	1.260e-001	2.019e+001	3.685e+001
39201.3756600	3.487e+001	2.739e+001	1.133e-001	2.035e+001	5.435e+001
39201.3760100	4.197e+001	3.734e+001	7.084e-002	2.051e+001	7.228e+001
39201.3763600	3.930e+001	4.150e+001	8.382e-002	2.067e+001	7.793e+001
39201.3767000	4.743e+001	4.729e+001	6.747e-002	2.075e+001	8.967e+001
39201.3770500	4.767e+001	4.781e+001	5.804e-002	2.083e+001	9.055e+001
39201.3774000	4.943e+001	4.912e+001	7.357e-002	2.087e+001	9.318e+001
39201.3777500	4.022e+001	4.028e+001	6.640e-002	2.095e+001	7.632e+001
39201.3780900	3.913e+001	3.979e+001	6.693e-002	2.099e+001	7.520e+001
39201.3784400	4.342e+001	4.414e+001	1.002e-001	2.103e+001	8.342e+001
39201.3787900	3.871e+001	3.941e+001	4.900e-002	2.107e+001	7.446e+001
39201.3791300	3.781e+001	3.222e+001	5.584e-002	2.111e+001	6.289e+001
39201.3794800	3.968e+001	3.639e+001	5.421e-002	2.115e+001	7.004e+001
39201.3798300	4.183e+001	4.667e+001	8.231e-002	2.123e+001	8.685e+001
39201.3801800	2.950e+001	2.166e+001	1.344e-001	2.131e+001	4.361e+001
39201.3805200	1.624e+002	1.816e+002	1.076e-001	2.127e+001	3.379e+002
39201.3808700	1.816e+003	1.903e+003	1.221e-001	2.095e+001	3.578e+003
39201.3812200	1.442e+003	1.372e+003	1.114e-001	2.011e+001	2.623e+003
39201.3815600	1.948e+001	2.445e+001	1.285e-001	1.955e+001	2.657e+001
39201.3819100	4.325e+001	3.402e+001	1.361e-001	1.967e+001	6.750e+001
39201.3822600	1.173e+001	9.886e+000	1.120e-001	1.983e+001	1.934e+001
39201.3826100	8.322e+001	7.183e+001	6.747e-002	1.995e+001	1.399e+002
39201.3829500	5.038e+001	3.674e+001	1.164e-001	2.007e+001	7.410e+001
39201.3833000	6.356e+001	4.946e+001	8.634e-002	2.015e+001	9.836e+001
39201.3836500	7.588e+001	6.370e+001	7.234e-002	2.031e+001	1.247e+002
39201.3840000	6.852e+001	5.660e+001	4.275e-002	2.047e+001	1.112e+002
39201.3843400	7.486e+001	6.248e+001	1.063e-001	2.055e+001	1.225e+002
39201.3846900	7.799e+001	6.235e+001	6.105e-002	2.067e+001	1.233e+002
39201.3850400	8.289e+001	6.376e+001	9.523e-002	2.079e+001	1.271e+002
39201.3853800	7.691e+001	5.438e+001	7.667e-002	2.087e+001	1.104e+002
39201.3857300	8.076e+001	6.329e+001	1.128e-001	2.099e+001	1.257e+002
39201.3860800	8.512e+001	7.299e+001	6.693e-002	2.107e+001	1.423e+002
39201.3864300	6.736e+001	5.017e+001	6.222e-002	2.115e+001	1.007e+002
39201.3867700	8.624e+001	7.087e+001	6.878e-002	2.119e+001	1.393e+002
39201.3871200	8.494e+001	6.820e+001	3.592e-002	2.127e+001	1.347e+002
39201.3874700	8.040e+001	6.829e+001	1.158e-001	2.135e+001	1.334e+002
39201.3878100	8.046e+001	7.470e+001	8.032e-002	2.143e+001	1.435e+002
39201.3881600	5.878e+001	5.473e+001	1.063e-001	2.143e+001	1.050e+002
39201.3885100	5.562e+001	5.235e+001	1.074e-001	2.147e+001	1.003e+002
39201.3888600	5.810e+001	5.133e+001	9.541e-002	2.147e+001	9.950e+001
39201.3892000	5.261e+001	4.343e+001	1.247e-001	2.147e+001	8.531e+001
39201.3895500	4.618e+001	3.976e+001	1.138e-001	2.155e+001	7.745e+001
39201.3899000	6.801e+001	6.414e+001	9.390e-002	2.171e+001	1.228e+002
39201.3902500	8.164e+001	7.182e+001	9.560e-002	2.171e+001	1.393e+002
