Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39508.0038600	1.249e-001	3.669e-002	1.339e-002	2.095e+001	4.271e-002
39508.0042000	1.244e-001	3.671e-002	1.466e-002	2.095e+001	4.271e-002
39508.0045500	1.244e-001	3.652e-002	1.466e-002	2.095e+001	4.250e-002
39508.0049000	1.235e-001	3.693e-002	1.466e-002	2.095e+001	4.291e-002
39508.0052500	1.224e-001	3.591e-002	1.339e-002	2.091e+001	4.180e-002
39508.0055900	1.249e-001	3.631e-002	1.197e-002	2.095e+001	4.230e-002
39508.0059400	1.233e-001	3.646e-002	1.339e-002	2.091e+001	4.241e-002
39508.0062900	1.235e-001	3.635e-002	1.339e-002	2.095e+001	4.230e-002
39508.0066300	1.248e-001	3.622e-002	1.197e-002	2.091e+001	4.220e-002
39508.0069800	1.257e-001	3.658e-002	1.339e-002	2.091e+001	4.261e-002
39508.0073300	1.232e-001	3.599e-002	1.466e-002	2.087e+001	4.191e-002
39508.0076800	1.238e-001	3.663e-002	1.339e-002	2.091e+001	4.261e-002
39508.0080200	1.227e-001	3.619e-002	1.466e-002	2.087e+001	4.211e-002
39508.0083700	1.238e-001	3.587e-002	1.466e-002	2.091e+001	4.180e-002
39508.0087200	1.222e-001	3.564e-002	1.466e-002	2.087e+001	4.151e-002
39508.0090600	1.232e-001	3.543e-002	1.339e-002	2.087e+001	4.131e-002
39508.0094100	1.241e-001	3.559e-002	1.466e-002	2.087e+001	4.151e-002
39508.0097600	1.241e-001	3.577e-002	1.466e-002	2.087e+001	4.171e-002
39508.0101100	1.235e-001	3.533e-002	1.466e-002	2.083e+001	4.121e-002
39508.0104500	1.227e-001	3.563e-002	1.466e-002	2.087e+001	4.151e-002
39508.0108000	1.230e-001	3.572e-002	1.584e-002	2.083e+001	4.161e-002
39508.0111500	1.235e-001	3.552e-002	1.466e-002	2.083e+001	4.141e-002
39508.0115000	1.244e-001	3.586e-002	1.339e-002	2.083e+001	4.181e-002
39508.0118400	1.249e-001	3.661e-002	1.584e-002	2.083e+001	4.262e-002
39508.0121900	1.235e-001	3.646e-002	1.466e-002	2.083e+001	4.241e-002
39508.0125400	1.244e-001	3.624e-002	1.466e-002	2.083e+001	4.221e-002
39508.0128800	1.254e-001	3.621e-002	1.466e-002	2.083e+001	4.221e-002
39508.0132300	1.240e-001	3.645e-002	1.584e-002	2.083e+001	4.241e-002
39508.0135800	1.254e-001	3.679e-002	1.466e-002	2.083e+001	4.282e-002
39508.0139300	1.235e-001	3.627e-002	1.466e-002	2.083e+001	4.221e-002
39508.0142700	1.259e-001	3.601e-002	1.339e-002	2.083e+001	4.201e-002
39508.0146200	1.235e-001	3.570e-002	1.693e-002	2.083e+001	4.161e-002
39508.0149700	1.224e-001	3.509e-002	1.584e-002	2.079e+001	4.092e-002
39508.0153100	1.233e-001	3.580e-002	1.197e-002	2.079e+001	4.171e-002
39508.0156600	1.233e-001	3.543e-002	1.466e-002	2.079e+001	4.132e-002
39508.0160100	1.249e-001	3.585e-002	1.796e-002	2.083e+001	4.181e-002
39508.0163600	1.249e-001	3.585e-002	1.339e-002	2.083e+001	4.181e-002
39508.0167000	1.240e-001	3.588e-002	1.584e-002	2.083e+001	4.181e-002
39508.0170500	1.235e-001	3.570e-002	1.584e-002	2.083e+001	4.161e-002
39508.0174000	1.235e-001	3.570e-002	1.466e-002	2.083e+001	4.161e-002
39508.0177500	1.240e-001	3.588e-002	1.466e-002	2.083e+001	4.181e-002
39508.0180900	1.240e-001	3.569e-002	1.339e-002	2.083e+001	4.161e-002
39508.0184400	1.235e-001	3.608e-002	1.339e-002	2.083e+001	4.201e-002
39508.0187900	1.244e-001	3.586e-002	1.466e-002	2.083e+001	4.181e-002
39508.0191300	1.269e-001	3.733e-002	1.466e-002	2.083e+001	4.344e-002
39508.0194800	1.244e-001	3.739e-002	1.584e-002	2.083e+001	4.344e-002
39508.0198300	1.241e-001	3.615e-002	1.584e-002	2.087e+001	4.211e-002
39508.0201800	1.256e-001	3.687e-002	1.466e-002	2.087e+001	4.292e-002
39508.0205200	1.246e-001	3.671e-002	1.466e-002	2.087e+001	4.272e-002
39508.0208700	1.222e-001	3.583e-002	1.584e-002	2.087e+001	4.171e-002
39508.0212200	1.217e-001	3.565e-002	1.339e-002	2.087e+001	4.151e-002
39508.0215600	1.232e-001	3.524e-002	1.466e-002	2.087e+001	4.111e-002
39508.0219100	1.222e-001	3.545e-002	1.584e-002	2.087e+001	4.131e-002
39508.0222600	1.228e-001	3.609e-002	1.466e-002	2.091e+001	4.200e-002
39508.0226100	1.228e-001	3.609e-002	1.339e-002	2.091e+001	4.200e-002
39508.0229500	1.230e-001	3.618e-002	1.466e-002	2.095e+001	4.210e-002
39508.0233000	1.243e-001	3.605e-002	1.466e-002	2.091e+001	4.200e-002
39508.0236500	1.225e-001	3.600e-002	1.197e-002	2.095e+001	4.190e-002
39508.0240000	1.225e-001	3.600e-002	1.584e-002	2.095e+001	4.190e-002
39508.0243400	1.240e-001	3.634e-002	1.339e-002	2.095e+001	4.230e-002
39508.0246900	1.256e-001	3.658e-002	1.339e-002	2.099e+001	4.260e-002
39508.0250400	1.235e-001	3.616e-002	1.339e-002	2.095e+001	4.210e-002
39508.0253800	1.241e-001	3.643e-002	1.339e-002	2.099e+001	4.240e-002
39508.0257300	1.251e-001	3.678e-002	1.466e-002	2.099e+001	4.280e-002
39508.0260800	1.251e-001	3.659e-002	1.339e-002	2.099e+001	4.260e-002
39508.0264300	1.236e-001	3.701e-002	1.339e-002	2.099e+001	4.301e-002
39508.0267700	1.241e-001	3.662e-002	1.339e-002	2.099e+001	4.260e-002
39508.0271200	1.241e-001	3.643e-002	1.584e-002	2.099e+001	4.240e-002
39508.0274700	1.251e-001	3.697e-002	1.197e-002	2.099e+001	4.301e-002
39508.0278100	1.241e-001	3.719e-002	1.466e-002	2.099e+001	4.321e-002
39508.0281600	1.227e-001	3.647e-002	1.339e-002	2.099e+001	4.240e-002
39508.0285100	1.236e-001	3.625e-002	1.339e-002	2.099e+001	4.220e-002
39508.0288600	1.240e-001	3.596e-002	1.339e-002	2.095e+001	4.190e-002
39508.0292000	1.251e-001	3.659e-002	1.466e-002	2.099e+001	4.260e-002
39508.0295500	1.246e-001	3.622e-002	1.197e-002	2.099e+001	4.220e-002
39508.0299000	1.236e-001	3.625e-002	1.584e-002	2.099e+001	4.220e-002
39508.0302500	1.241e-001	3.643e-002	1.339e-002	2.099e+001	4.240e-002
39508.0305900	1.249e-001	3.612e-002	1.197e-002	2.095e+001	4.210e-002
39508.0309400	1.244e-001	3.633e-002	1.339e-002	2.095e+001	4.230e-002
39508.0312900	1.240e-001	3.634e-002	1.339e-002	2.095e+001	4.230e-002
39508.0316300	1.240e-001	3.634e-002	1.037e-002	2.095e+001	4.230e-002
39508.0319800	1.259e-001	3.647e-002	1.584e-002	2.095e+001	4.250e-002
39508.0323300	1.277e-001	3.768e-002	1.466e-002	2.091e+001	4.384e-002
39508.0326800	1.257e-001	3.735e-002	1.466e-002	2.091e+001	4.343e-002
39508.0330200	1.246e-001	3.633e-002	1.466e-002	2.087e+001	4.231e-002
39508.0333700	1.246e-001	3.595e-002	1.339e-002	2.087e+001	4.191e-002
39508.0337200	1.243e-001	3.586e-002	1.197e-002	2.091e+001	4.180e-002
39508.0340600	1.248e-001	3.661e-002	1.466e-002	2.091e+001	4.261e-002
39508.0344100	1.241e-001	3.577e-002	1.466e-002	2.087e+001	4.171e-002
39508.0347600	1.261e-001	3.629e-002	1.466e-002	2.087e+001	4.231e-002
39508.0351100	1.241e-001	3.596e-002	1.466e-002	2.087e+001	4.191e-002
39508.0354500	1.241e-001	3.596e-002	1.584e-002	2.087e+001	4.191e-002
39508.0358000	1.271e-001	3.722e-002	1.339e-002	2.087e+001	4.333e-002
39508.0361500	1.254e-001	3.698e-002	1.466e-002	2.083e+001	4.303e-002
39508.0365000	1.246e-001	3.633e-002	1.466e-002	2.087e+001	4.231e-002
39508.0368400	1.251e-001	3.631e-002	1.466e-002	2.087e+001	4.231e-002
39508.0371900	1.261e-001	3.610e-002	1.466e-002	2.087e+001	4.211e-002
39508.0375400	1.271e-001	3.607e-002	1.584e-002	2.087e+001	4.211e-002
39508.0378800	1.251e-001	3.631e-002	1.466e-002	2.087e+001	4.231e-002
