Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39547.2712300	-2.595e-002	1.731e-002	1.466e-002	2.175e+001	1.862e-002
39547.2715800	-2.595e-002	1.731e-002	1.466e-002	2.175e+001	1.862e-002
39547.2719200	-2.595e-002	1.731e-002	1.584e-002	2.175e+001	1.862e-002
39547.2722700	-2.594e-002	1.748e-002	1.466e-002	2.179e+001	1.890e-002
39547.2726200	-2.594e-002	1.748e-002	1.339e-002	2.179e+001	1.890e-002
39547.2729600	-2.594e-002	1.748e-002	1.197e-002	2.179e+001	1.890e-002
39547.2733100	-2.594e-002	1.748e-002	1.339e-002	2.179e+001	1.890e-002
39547.2736600	-2.594e-002	1.748e-002	1.197e-002	2.179e+001	1.890e-002
39547.2740100	-2.594e-002	1.748e-002	1.339e-002	2.179e+001	1.890e-002
39547.2743500	-2.594e-002	1.748e-002	1.197e-002	2.179e+001	1.890e-002
39547.2747000	-2.594e-002	1.748e-002	1.197e-002	2.179e+001	1.890e-002
39547.2750500	-2.594e-002	1.748e-002	1.197e-002	2.179e+001	1.890e-002
39547.2754000	-2.593e-002	1.766e-002	1.339e-002	2.183e+001	1.918e-002
39547.2757400	-2.593e-002	1.766e-002	1.339e-002	2.183e+001	1.918e-002
39547.2760900	-2.593e-002	1.766e-002	1.197e-002	2.183e+001	1.918e-002
39547.2764400	-2.593e-002	1.766e-002	1.197e-002	2.183e+001	1.918e-002
39547.2767800	-2.593e-002	1.766e-002	1.466e-002	2.183e+001	1.918e-002
39547.2771300	-2.592e-002	1.784e-002	1.339e-002	2.187e+001	1.946e-002
39547.2774800	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2778300	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2781700	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2785200	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2788700	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2792100	-2.592e-002	1.784e-002	1.339e-002	2.187e+001	1.946e-002
39547.2795600	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2799100	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2802600	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2806000	-2.592e-002	1.784e-002	1.339e-002	2.187e+001	1.946e-002
39547.2809500	-2.590e-002	1.801e-002	1.339e-002	2.191e+001	1.974e-002
39547.2813000	-2.590e-002	1.801e-002	1.037e-002	2.191e+001	1.974e-002
39547.2816500	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2819900	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2823400	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2826900	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2830300	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2833800	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2837300	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2840800	-2.590e-002	1.789e-002	1.037e-002	2.191e+001	1.956e-002
39547.2844200	-2.590e-002	1.801e-002	1.037e-002	2.191e+001	1.974e-002
39547.2847700	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2851200	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2854600	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2858100	-2.590e-002	1.789e-002	1.197e-002	2.191e+001	1.956e-002
39547.2861600	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2865100	-2.590e-002	1.789e-002	1.197e-002	2.191e+001	1.956e-002
39547.2868500	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2872000	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2875500	-2.589e-002	1.819e-002	1.197e-002	2.195e+001	2.003e-002
39547.2879000	-2.589e-002	1.819e-002	1.197e-002	2.195e+001	2.003e-002
39547.2882400	-2.590e-002	1.789e-002	1.197e-002	2.191e+001	1.956e-002
39547.2885900	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2889400	-2.589e-002	1.819e-002	1.197e-002	2.195e+001	2.003e-002
39547.2892800	-2.589e-002	1.819e-002	1.197e-002	2.195e+001	2.003e-002
39547.2896300	-2.589e-002	1.819e-002	1.197e-002	2.195e+001	2.003e-002
39547.2899800	-2.589e-002	1.807e-002	1.037e-002	2.195e+001	1.984e-002
39547.2903300	-2.590e-002	1.789e-002	1.339e-002	2.191e+001	1.956e-002
39547.2906700	-2.589e-002	1.819e-002	1.037e-002	2.195e+001	2.003e-002
39547.2910200	-2.589e-002	1.819e-002	1.197e-002	2.195e+001	2.003e-002
39547.2913700	-2.589e-002	1.819e-002	1.339e-002	2.195e+001	2.003e-002
39547.2917100	-2.588e-002	1.837e-002	1.197e-002	2.199e+001	2.032e-002
39547.2920600	-2.589e-002	1.807e-002	1.197e-002	2.195e+001	1.984e-002
39547.2924100	-2.588e-002	1.825e-002	1.197e-002	2.199e+001	2.013e-002
39547.2927600	-2.588e-002	1.837e-002	1.037e-002	2.199e+001	2.032e-002
39547.2931000	-2.588e-002	1.825e-002	1.466e-002	2.199e+001	2.013e-002
39547.2934500	-2.588e-002	1.825e-002	1.197e-002	2.199e+001	2.013e-002
39547.2938000	-2.588e-002	1.825e-002	1.197e-002	2.199e+001	2.013e-002
39547.2941500	-2.588e-002	1.837e-002	1.197e-002	2.199e+001	2.032e-002
39547.2944900	-2.588e-002	1.825e-002	1.339e-002	2.199e+001	2.013e-002
39547.2948400	-2.587e-002	1.855e-002	1.339e-002	2.203e+001	2.060e-002
39547.2951900	-2.587e-002	1.843e-002	1.339e-002	2.203e+001	2.041e-002
39547.2955300	-2.588e-002	1.837e-002	1.197e-002	2.199e+001	2.032e-002
39547.2958800	-2.588e-002	1.825e-002	1.197e-002	2.199e+001	2.013e-002
39547.2962300	-2.588e-002	1.837e-002	1.197e-002	2.199e+001	2.032e-002
39547.2965800	-2.590e-002	1.789e-002	1.197e-002	2.191e+001	1.956e-002
39547.2969200	-2.590e-002	1.801e-002	1.197e-002	2.191e+001	1.974e-002
39547.2972700	-2.592e-002	1.784e-002	1.197e-002	2.187e+001	1.946e-002
39547.2976200	-2.593e-002	1.766e-002	1.197e-002	2.183e+001	1.918e-002
39547.2979600	-2.594e-002	1.748e-002	1.197e-002	2.179e+001	1.890e-002
39547.2983100	-2.595e-002	1.731e-002	1.584e-002	2.175e+001	1.862e-002
