Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39428.2503800	-2.627e-002	1.083e-002	1.466e-002	1.991e+001	8.361e-003
39428.2507300	-2.625e-002	1.087e-002	1.197e-002	1.995e+001	8.435e-003
39428.2510800	-2.624e-002	1.087e-002	1.339e-002	1.995e+001	8.435e-003
39428.2514300	-2.623e-002	1.077e-002	1.466e-002	1.995e+001	8.289e-003
39428.2517700	-2.623e-002	1.077e-002	1.466e-002	1.995e+001	8.289e-003
39428.2521200	-2.395e-002	5.951e-002	1.987e-001	1.995e+001	8.543e-002
39428.2524700	3.823e+000	2.779e+000	1.158e-001	2.023e+001	3.067e+000
39428.2528100	1.266e+000	8.280e-001	1.049e-001	2.067e+001	9.177e-001
39428.2531600	1.985e+000	1.308e+000	9.466e-002	2.111e+001	1.449e+000
39428.2535100	6.494e+000	4.589e+000	1.188e-001	2.147e+001	5.070e+000
39428.2538600	8.638e-001	5.437e-001	7.714e-002	2.179e+001	6.035e-001
39428.2542000	1.212e+000	9.753e-001	8.165e-002	2.215e+001	1.073e+000
39428.2545500	3.813e+000	2.274e+000	8.165e-002	2.239e+001	2.530e+000
39428.2549000	1.275e+000	7.547e-001	1.158e-001	2.259e+001	8.400e-001
39428.2552500	5.055e-001	3.788e-001	1.037e-001	2.275e+001	4.176e-001
39428.2555900	1.725e+000	1.187e+000	1.169e-001	2.291e+001	1.313e+000
39428.2559400	1.248e+000	7.211e-001	1.237e-001	2.299e+001	8.035e-001
39428.2562900	1.118e+000	7.681e-001	1.485e-001	2.307e+001	8.496e-001
39428.2566300	1.339e+000	8.131e-001	9.709e-002	2.311e+001	9.040e-001
39428.2569800	1.255e+000	8.618e-001	1.073e-001	2.323e+001	9.533e-001
39428.2573300	1.320e+000	8.464e-001	1.196e-001	2.335e+001	9.388e-001
39428.2576800	6.399e-001	5.159e-001	9.856e-002	2.343e+001	5.673e-001
39428.2580200	6.420e-001	5.230e-001	8.696e-002	2.355e+001	5.749e-001
39428.2583700	5.867e-001	4.643e-001	6.193e-002	2.367e+001	5.109e-001
39428.2587200	6.366e-001	5.033e-001	8.382e-002	2.383e+001	5.539e-001
39428.2590600	9.853e-001	6.510e-001	9.892e-002	2.391e+001	7.212e-001
39428.2594100	3.720e+000	2.827e+000	1.018e-001	2.403e+001	3.115e+000
39428.2597600	3.723e+000	2.546e+000	1.332e-001	2.407e+001	2.816e+000
39428.2601100	9.079e-001	7.955e-001	1.382e-001	2.415e+001	1.544e+000
39428.2604500	1.522e+000	1.585e+000	1.610e-001	2.415e+001	2.984e+000
39428.2608000	1.348e+000	9.304e-001	1.603e-001	2.419e+001	1.900e+000
39428.2611500	7.384e-001	6.613e-001	1.574e-001	2.423e+001	7.248e-001
39428.2615000	4.534e+000	2.703e+000	1.494e-001	2.415e+001	3.008e+000
39428.2618400	1.207e+001	9.574e+000	1.176e-001	2.395e+001	1.053e+001
39428.2621900	3.642e+000	1.816e+000	1.247e-001	2.395e+001	2.038e+000
39428.2625400	1.419e+000	1.057e+000	1.597e-001	2.387e+001	2.122e+000
39428.2628800	4.186e+000	5.473e+000	5.866e-002	2.387e+001	9.950e+000
39428.2632300	4.032e+000	6.201e+000	5.835e-002	2.395e+001	1.104e+001
