Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39570.2816300	-2.057e-002	1.000e-003	1.796e-002	1.443e+001	-3.039e-002
39570.2819800	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2823300	-2.057e-002	1.000e-003	1.693e-002	1.443e+001	-3.047e-002
39570.2826800	-2.057e-002	1.000e-003	1.584e-002	1.443e+001	-3.047e-002
39570.2830200	-2.057e-002	1.000e-003	1.339e-002	1.447e+001	-3.034e-002
39570.2833700	-2.057e-002	1.000e-003	1.466e-002	1.443e+001	-3.047e-002
39570.2837200	-2.057e-002	1.000e-003	1.796e-002	1.447e+001	-3.034e-002
39570.2840600	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2844100	-2.057e-002	1.000e-003	1.796e-002	1.447e+001	-3.034e-002
39570.2847600	-2.057e-002	1.000e-003	1.584e-002	1.443e+001	-3.047e-002
39570.2851100	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.043e-002
39570.2854500	-2.057e-002	1.000e-003	1.466e-002	1.443e+001	-3.047e-002
39570.2858000	-2.057e-002	1.000e-003	1.584e-002	1.443e+001	-3.047e-002
39570.2861500	-2.057e-002	1.000e-003	1.339e-002	1.443e+001	-3.056e-002
39570.2865000	-2.057e-002	1.000e-003	1.693e-002	1.447e+001	-3.034e-002
39570.2868400	-2.057e-002	1.000e-003	1.693e-002	1.447e+001	-3.034e-002
39570.2871900	-2.057e-002	1.000e-003	1.466e-002	1.443e+001	-3.039e-002
39570.2875400	-2.057e-002	1.000e-003	1.796e-002	1.443e+001	-3.047e-002
39570.2878800	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2882300	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2885800	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2889300	-2.057e-002	1.000e-003	1.466e-002	1.443e+001	-3.047e-002
39570.2892700	-2.057e-002	1.000e-003	1.796e-002	1.447e+001	-3.034e-002
39570.2896200	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2899700	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.043e-002
39570.2903100	-2.057e-002	1.000e-003	1.693e-002	1.447e+001	-3.034e-002
39570.2906600	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2910100	-2.057e-002	1.000e-003	1.197e-002	1.447e+001	-3.034e-002
39570.2913600	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.034e-002
39570.2917000	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.034e-002
39570.2920500	-2.057e-002	1.000e-003	1.339e-002	1.447e+001	-3.043e-002
39570.2924000	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.034e-002
39570.2927500	-2.057e-002	1.000e-003	1.339e-002	1.447e+001	-3.034e-002
39570.2930900	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.034e-002
39570.2934400	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.043e-002
39570.2937900	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2941300	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2944800	-2.057e-002	1.000e-003	1.693e-002	1.447e+001	-3.034e-002
39570.2948300	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.034e-002
39570.2951800	-2.057e-002	1.000e-003	1.197e-002	1.451e+001	-3.021e-002
39570.2955200	-2.057e-002	1.000e-003	1.693e-002	1.447e+001	-3.034e-002
39570.2958700	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2962200	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.034e-002
39570.2965600	-2.057e-002	1.000e-003	1.339e-002	1.447e+001	-3.034e-002
39570.2969100	-2.057e-002	1.000e-003	1.339e-002	1.447e+001	-3.034e-002
39570.2972600	-2.057e-002	1.000e-003	1.339e-002	1.447e+001	-3.043e-002
39570.2976100	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.030e-002
39570.2979500	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.2983000	-2.057e-002	1.000e-003	1.339e-002	1.451e+001	-3.021e-002
39570.2986500	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.030e-002
39570.2990000	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.021e-002
39570.2993400	-2.057e-002	1.000e-003	1.339e-002	1.455e+001	-3.008e-002
39570.2996900	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.030e-002
39570.3000400	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.021e-002
39570.3003800	-2.057e-002	1.000e-003	1.584e-002	1.451e+001	-3.021e-002
39570.3007300	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.030e-002
39570.3010800	-2.057e-002	1.000e-003	1.339e-002	1.451e+001	-3.021e-002
39570.3014300	-2.057e-002	1.000e-003	1.339e-002	1.447e+001	-3.034e-002
39570.3017700	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.3021200	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.3024700	-2.057e-002	1.000e-003	1.584e-002	1.451e+001	-3.021e-002
39570.3028100	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.034e-002
39570.3031600	-2.057e-002	1.000e-003	1.693e-002	1.451e+001	-3.021e-002
39570.3035100	-2.057e-002	1.000e-003	1.584e-002	1.447e+001	-3.043e-002
39570.3038600	-2.057e-002	1.000e-003	1.584e-002	1.451e+001	-3.021e-002
39570.3042000	-2.057e-002	1.000e-003	1.339e-002	1.451e+001	-3.021e-002
39570.3045500	-2.057e-002	1.000e-003	1.466e-002	1.447e+001	-3.043e-002
39570.3049000	-2.057e-002	1.000e-003	1.339e-002	1.451e+001	-3.021e-002
39570.3052500	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.021e-002
39570.3055900	-2.057e-002	1.000e-003	1.584e-002	1.451e+001	-3.021e-002
39570.3059400	-2.057e-002	1.000e-003	1.584e-002	1.455e+001	-3.016e-002
39570.3062900	-2.057e-002	1.000e-003	1.466e-002	1.451e+001	-3.021e-002
39570.3066300	-2.057e-002	1.000e-003	1.584e-002	1.451e+001	-3.021e-002
39570.3069800	-2.057e-002	1.000e-003	1.197e-002	1.455e+001	-3.008e-002
39570.3073300	-2.057e-002	1.000e-003	1.584e-002	1.451e+001	-3.013e-002
39570.3076800	-2.057e-002	1.000e-003	1.466e-002	1.455e+001	-3.008e-002
39570.3080200	-2.057e-002	1.000e-003	1.339e-002	1.455e+001	-3.008e-002
39570.3083700	-2.057e-002	1.000e-003	1.339e-002	1.455e+001	-3.008e-002
39570.3087200	-2.057e-002	1.000e-003	1.197e-002	1.451e+001	-3.021e-002
