Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39425.4173400	-2.044e-002	9.245e-003	1.584e-002	1.777e+001	7.792e-003
39425.4176900	-2.044e-002	9.245e-003	1.466e-002	1.777e+001	7.792e-003
39425.4180300	-2.043e-002	9.242e-003	1.584e-002	1.777e+001	7.792e-003
39425.4183800	-1.975e-002	6.702e-002	1.819e-001	1.777e+001	9.858e-002
39425.4187300	3.685e+000	4.595e+000	1.808e-001	1.805e+001	8.410e+000
39425.4190800	2.159e+000	2.205e+000	1.263e-001	2.009e+001	2.407e+000
39425.4194200	3.246e+000	3.554e+000	1.681e-001	2.157e+001	3.874e+000
39425.4197700	2.033e+001	1.738e+001	1.324e-001	2.225e+001	3.390e+001
39425.4201200	1.413e+000	9.596e-001	1.097e-001	2.237e+001	1.967e+000
39425.4204600	3.953e-001	4.950e-001	1.169e-001	2.221e+001	9.054e-001
39425.4208100	1.088e+000	1.303e+000	1.887e-001	2.197e+001	2.399e+000
39425.4211600	7.128e+000	5.796e+000	1.806e-001	2.185e+001	1.142e+001
39425.4215100	9.903e+000	8.862e+000	5.742e-002	2.169e+001	1.714e+001
39425.4218500	8.759e+000	6.899e+000	1.659e-001	2.153e+001	1.368e+001
39425.4222000	9.338e+000	1.167e+001	1.601e-001	2.153e+001	1.268e+001
39425.4225500	2.431e+000	1.554e+000	1.455e-001	2.141e+001	1.724e+000
39425.4229000	2.865e-001	2.512e-001	5.711e-002	2.185e+001	4.876e-001
39425.4232400	1.955e+000	2.040e+000	1.612e-001	2.209e+001	3.837e+000
39425.4235900	8.036e+001	6.527e+001	1.042e-001	2.197e+001	7.176e+001
39425.4239400	1.497e+002	9.994e+001	4.104e-002	2.205e+001	1.107e+002
39425.4242800	4.014e+001	4.486e+001	1.069e-001	2.221e+001	4.888e+001
39425.4246300	2.723e+001	2.103e+001	9.447e-002	2.209e+001	4.189e+001
39425.4249800	3.176e+001	2.568e+001	9.874e-002	2.197e+001	5.066e+001
39425.4253300	2.953e+001	2.208e+001	1.074e-001	2.189e+001	4.428e+001
39425.4256700	1.828e+001	1.462e+001	8.920e-002	2.181e+001	2.891e+001
39425.4260200	1.238e+001	1.397e+001	9.691e-002	2.165e+001	1.522e+001
39425.4263700	1.412e+001	1.610e+001	9.040e-002	2.141e+001	1.753e+001
39425.4267100	1.600e+001	1.128e+001	1.011e-001	2.121e+001	2.292e+001
39425.4270600	1.957e+001	1.950e+001	8.676e-002	2.105e+001	2.131e+001
39425.4274100	1.518e+001	1.768e+001	1.122e-001	2.093e+001	1.924e+001
39425.4277600	2.583e+001	2.603e+001	1.035e-001	2.089e+001	2.843e+001
39425.4281000	1.445e+001	1.092e+001	1.078e-001	2.085e+001	2.185e+001
39425.4284500	2.871e+001	2.995e+001	9.672e-002	2.073e+001	5.636e+001
39425.4288000	1.665e+001	1.614e+001	9.060e-002	2.069e+001	3.076e+001
39425.4291500	1.556e+001	1.544e+001	1.021e-001	2.073e+001	2.930e+001
39425.4294900	9.182e+000	9.076e+000	7.405e-002	2.081e+001	1.723e+001
39425.4298400	1.128e+001	9.948e+000	9.672e-002	2.089e+001	1.929e+001
39425.4301900	1.401e+001	1.516e+001	1.040e-001	2.093e+001	2.836e+001
39425.4305300	1.352e+001	1.242e+001	1.142e-001	2.093e+001	2.390e+001
39425.4308800	1.396e+001	1.322e+001	1.169e-001	2.093e+001	2.530e+001
39425.4312300	2.116e+001	1.883e+001	9.635e-002	2.093e+001	3.644e+001
39425.4315800	1.542e+001	1.480e+001	1.091e-001	2.093e+001	2.825e+001
39425.4319200	1.133e+001	1.242e+001	1.153e-001	2.093e+001	2.318e+001
39425.4322700	3.209e+001	2.973e+001	1.096e-001	2.097e+001	5.712e+001
39425.4326200	1.071e+001	1.362e+001	1.097e-001	2.093e+001	1.479e+001
39425.4329600	1.560e+001	1.298e+001	1.032e-001	2.089e+001	2.547e+001
39425.4333100	6.497e+001	5.483e+001	1.162e-001	2.077e+001	1.072e+002
39425.4336600	9.055e+001	8.224e+001	1.071e-001	2.077e+001	1.586e+002
39425.4340100	8.983e+001	7.428e+001	1.380e-001	2.077e+001	1.459e+002
39425.4343500	1.046e+002	9.772e+001	6.904e-002	2.077e+001	1.874e+002
39425.4347000	1.034e+002	8.889e+001	1.049e-001	2.081e+001	1.732e+002
39425.4350500	9.778e+001	8.090e+001	8.799e-002	2.085e+001	1.588e+002
39425.4354000	8.009e+001	6.587e+001	9.928e-002	2.089e+001	1.295e+002
39425.4357400	1.146e+001	1.000e+001	1.234e-001	2.089e+001	1.944e+001
39425.4360900	1.408e+001	1.281e+001	1.374e-001	2.073e+001	2.469e+001
39425.4364400	4.075e+001	3.665e+001	1.308e-001	2.057e+001	7.080e+001
39425.4367800	9.704e+001	9.161e+001	1.101e-001	2.049e+001	1.754e+002
39425.4371300	8.079e+001	7.335e+001	7.760e-002	2.057e+001	1.414e+002
39425.4374800	8.279e+001	7.509e+001	8.317e-002	2.061e+001	1.448e+002
39425.4378300	9.305e+001	8.507e+001	7.852e-002	2.069e+001	1.638e+002
39425.4381700	1.151e+002	1.120e+002	1.333e-001	2.077e+001	2.133e+002
39425.4385200	9.899e+001	9.040e+001	9.428e-002	2.089e+001	1.741e+002
39425.4388700	8.823e+001	7.788e+001	8.778e-002	2.097e+001	1.510e+002
39425.4392100	2.871e+001	2.463e+001	1.252e-001	2.101e+001	4.801e+001
39425.4395600	9.564e+000	7.819e+000	1.243e-001	2.085e+001	1.539e+001
39425.4399100	4.292e+001	3.759e+001	1.340e-001	2.057e+001	7.299e+001
39425.4402600	1.233e+002	1.140e+002	1.130e-001	2.041e+001	2.192e+002
39425.4406000	1.022e+002	9.224e+001	9.352e-002	2.049e+001	1.781e+002
39425.4409500	9.988e+001	9.119e+001	9.000e-002	2.057e+001	1.757e+002
39425.4413000	1.066e+002	9.611e+001	5.616e-002	2.065e+001	1.856e+002
39425.4416500	1.129e+002	1.045e+002	9.119e-002	2.081e+001	2.009e+002
39425.4419900	9.175e+001	7.883e+001	8.099e-002	2.089e+001	1.536e+002
39425.4423400	1.337e+002	1.190e+002	7.667e-002	2.101e+001	2.303e+002
39425.4426900	1.088e+002	8.805e+001	1.169e-001	2.113e+001	1.737e+002
39425.4430300	1.059e+002	8.634e+001	6.747e-002	2.121e+001	1.700e+002
39425.4433800	1.102e+002	9.399e+001	1.035e-001	2.121e+001	1.834e+002
39425.4437300	1.059e+002	8.446e+001	7.714e-002	2.129e+001	1.671e+002
39425.4440800	1.006e+002	7.638e+001	7.405e-002	2.133e+001	1.527e+002
39425.4444200	2.895e+001	1.977e+001	1.363e-001	2.133e+001	4.048e+001
39425.4447700	1.134e+001	8.748e+000	1.380e-001	2.121e+001	1.743e+001
39425.4451200	2.746e+001	2.251e+001	9.982e-002	2.097e+001	4.428e+001
39425.4454600	1.434e+002	1.066e+002	1.179e-001	2.077e+001	2.141e+002
39425.4458100	6.242e+001	4.309e+001	9.560e-002	2.077e+001	8.800e+001
39425.4461600	2.641e+001	1.946e+001	1.386e-001	2.077e+001	3.916e+001
39425.4465100	1.736e+001	1.277e+001	1.303e-001	2.081e+001	2.570e+001
39425.4468500	3.497e+001	3.676e+001	1.011e-001	2.081e+001	4.011e+001
39425.4472000	2.446e+001	1.988e+001	1.273e-001	2.073e+001	2.186e+001
39425.4475500	1.631e+001	1.544e+001	1.196e-001	2.065e+001	1.690e+001
39425.4479000	2.732e+001	2.800e+001	1.152e-001	2.061e+001	3.057e+001
39425.4482400	2.530e+001	2.164e+001	9.236e-002	2.057e+001	4.221e+001
39425.4485900	3.560e+001	3.026e+001	9.217e-002	2.065e+001	5.910e+001
39425.4489400	1.795e+001	1.469e+001	1.109e-001	2.065e+001	2.891e+001
39425.4492800	4.075e+001	5.755e+001	6.773e-002	2.057e+001	1.036e+002
39425.4496300	3.948e+001	6.096e+001	4.937e-002	2.061e+001	1.085e+002
39425.4499800	4.132e+001	6.209e+001	6.476e-002	2.073e+001	1.109e+002
39425.4503300	3.909e+001	5.310e+001	5.711e-002	2.077e+001	9.604e+001
39425.4506700	3.775e+001	5.098e+001	6.503e-002	2.085e+001	9.227e+001
39425.4510200	3.689e+001	4.451e+001	8.403e-002	2.093e+001	8.186e+001
39425.4513700	1.405e+000	1.219e+000	8.717e-002	2.097e+001	2.371e+000
39425.4517100	1.134e+001	1.188e+001	1.181e-001	2.097e+001	2.234e+001
39425.4520600	1.690e+001	1.454e+001	1.102e-001	2.089e+001	2.833e+001
39425.4524100	1.334e+001	1.023e+001	6.613e-002	2.085e+001	2.040e+001
39425.4527600	1.417e+001	1.187e+001	1.247e-001	2.089e+001	2.324e+001
39425.4531000	1.991e+001	1.482e+001	1.225e-001	2.089e+001	2.976e+001
39425.4534500	1.111e+002	9.691e+001	1.487e-001	2.081e+001	1.883e+002
39425.4538000	2.553e+003	2.047e+003	9.964e-002	2.069e+001	4.045e+003
39425.4541500	2.272e+003	1.992e+003	9.255e-002	2.117e+001	3.868e+003
39425.4544900	1.506e+003	1.185e+003	7.690e-002	2.177e+001	2.351e+003
39425.4548400	1.105e+003	9.410e+002	7.920e-002	2.233e+001	1.837e+003
39425.4551900	1.009e+003	8.378e+002	6.135e-002	2.281e+001	1.644e+003
39425.4555300	1.292e+003	1.092e+003	5.927e-002	2.325e+001	2.135e+003
