Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39131.2510000	3.158e-002	3.223e-002	1.197e-002	1.531e+001	3.520e-002
39131.2513400	3.158e-002	3.223e-002	1.466e-002	1.531e+001	3.520e-002
39131.2516900	3.130e-002	3.206e-002	1.466e-002	1.531e+001	3.501e-002
39131.2520400	3.144e-002	3.206e-002	1.466e-002	1.531e+001	3.501e-002
39131.2523900	3.125e-002	3.180e-002	1.584e-002	1.527e+001	3.473e-002
39131.2527300	3.125e-002	3.180e-002	1.339e-002	1.527e+001	3.473e-002
39131.2530800	3.139e-002	3.198e-002	1.584e-002	1.527e+001	3.492e-002
39131.2534300	3.139e-002	3.198e-002	1.197e-002	1.527e+001	3.492e-002
39131.2537800	3.112e-002	3.181e-002	1.197e-002	1.527e+001	3.473e-002
39131.2541200	3.139e-002	3.198e-002	1.339e-002	1.527e+001	3.492e-002
39131.2544700	3.125e-002	3.198e-002	1.197e-002	1.527e+001	3.492e-002
39131.2548200	3.120e-002	3.172e-002	1.197e-002	1.523e+001	3.465e-002
39131.2551600	3.112e-002	3.181e-002	1.339e-002	1.527e+001	3.473e-002
39131.2555100	3.107e-002	3.173e-002	1.197e-002	1.523e+001	3.465e-002
39131.2558600	3.148e-002	3.189e-002	1.197e-002	1.523e+001	3.483e-002
39131.2562100	3.107e-002	3.173e-002	1.037e-002	1.523e+001	3.465e-002
39131.2565500	3.107e-002	3.155e-002	1.197e-002	1.523e+001	3.446e-002
39131.2569000	3.134e-002	3.172e-002	1.339e-002	1.523e+001	3.465e-002
39131.2572500	3.148e-002	3.189e-002	1.339e-002	1.523e+001	3.483e-002
39131.2575900	3.120e-002	3.190e-002	1.339e-002	1.523e+001	3.483e-002
39131.2579400	3.094e-002	3.156e-002	1.339e-002	1.523e+001	3.446e-002
39131.2582900	3.153e-002	3.215e-002	1.339e-002	1.527e+001	3.511e-002
39131.2586400	3.139e-002	3.198e-002	1.339e-002	1.527e+001	3.492e-002
39131.2589800	3.139e-002	3.198e-002	1.197e-002	1.527e+001	3.492e-002
39131.2593300	3.158e-002	3.223e-002	1.197e-002	1.531e+001	3.520e-002
39131.2596800	3.144e-002	3.206e-002	1.584e-002	1.531e+001	3.501e-002
39131.2600300	3.149e-002	3.232e-002	1.339e-002	1.535e+001	3.529e-002
39131.2603700	3.149e-002	3.232e-002	1.339e-002	1.535e+001	3.529e-002
39131.2607200	3.149e-002	3.232e-002	1.584e-002	1.535e+001	3.529e-002
39131.2610700	3.122e-002	3.197e-002	1.584e-002	1.535e+001	3.491e-002
39131.2614100	3.140e-002	3.223e-002	1.466e-002	1.539e+001	3.519e-002
39131.2617600	3.127e-002	3.223e-002	1.466e-002	1.539e+001	3.519e-002
39131.2621100	3.100e-002	3.188e-002	1.339e-002	1.539e+001	3.481e-002
39131.2624600	3.127e-002	3.205e-002	1.466e-002	1.539e+001	3.500e-002
39131.2628000	3.100e-002	3.188e-002	1.339e-002	1.539e+001	3.481e-002
39131.2631500	3.127e-002	3.188e-002	1.339e-002	1.539e+001	3.481e-002
39131.2635000	3.100e-002	3.188e-002	1.584e-002	1.539e+001	3.481e-002
39131.2638400	3.127e-002	3.205e-002	1.197e-002	1.539e+001	3.500e-002
39131.2641900	3.127e-002	3.205e-002	1.339e-002	1.539e+001	3.500e-002
39131.2645400	3.100e-002	3.188e-002	1.584e-002	1.539e+001	3.481e-002
39131.2648900	3.100e-002	3.188e-002	1.466e-002	1.539e+001	3.481e-002
39131.2652300	3.127e-002	3.205e-002	1.466e-002	1.539e+001	3.500e-002
39131.2655800	3.113e-002	3.206e-002	1.339e-002	1.539e+001	3.500e-002
39131.2659300	3.082e-002	3.146e-002	1.584e-002	1.535e+001	3.435e-002
39131.2662800	3.100e-002	3.171e-002	1.466e-002	1.539e+001	3.462e-002
39131.2666200	3.082e-002	3.163e-002	1.339e-002	1.535e+001	3.454e-002
39131.2669700	3.095e-002	3.163e-002	1.339e-002	1.535e+001	3.454e-002
