Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39508.2816200	4.364e+002	2.939e+002	1.693e-002	2.169e+001	3.253e+002
39508.2819700	2.851e+002	1.928e+002	1.613e-001	2.177e+001	2.134e+002
39508.2823200	1.434e+000	1.056e+000	1.871e-001	2.181e+001	1.165e+000
39508.2826600	3.345e+000	1.746e+000	1.693e-002	2.165e+001	1.955e+000
39508.2830100	2.883e+000	1.101e+000	2.240e-002	2.157e+001	1.256e+000
39508.2833600	3.025e+000	1.153e+000	1.466e-002	2.141e+001	1.315e+000
39508.2837100	2.776e+000	1.006e+000	1.037e-002	2.129e+001	1.152e+000
39508.2840500	2.746e+000	9.932e-001	1.466e-002	2.117e+001	1.137e+000
39508.2844000	2.828e+000	1.017e+000	1.466e-002	2.105e+001	1.164e+000
39508.2847500	5.696e+000	2.398e+000	1.466e-002	2.093e+001	2.718e+000
39508.2850900	4.026e+000	1.640e+000	1.466e-002	2.085e+001	1.862e+000
39508.2854400	1.639e+000	8.040e-001	1.466e-002	2.073e+001	9.032e-001
39508.2857900	5.611e+000	3.677e+000	1.624e-001	2.077e+001	4.075e+000
39508.2861400	1.574e+000	1.500e+000	6.904e-002	1.889e+001	2.867e+000
39508.2864800	1.649e+000	1.485e+000	8.980e-002	1.601e+001	2.868e+000
39508.2868300	1.772e+000	1.227e+000	1.161e-001	1.345e+001	2.504e+000
39508.2871800	5.960e+000	4.430e+000	1.459e-001	1.229e+001	4.885e+000
39508.2875300	8.975e+000	5.066e+000	1.250e-001	1.409e+001	5.650e+000
39508.2878700	1.203e+000	5.848e-001	9.653e-002	1.593e+001	6.573e-001
39508.2882200	8.787e+000	5.118e+000	1.156e-001	1.709e+001	5.701e+000
39508.2885700	7.871e-001	1.102e+000	1.166e-001	1.761e+001	1.985e+000
39508.2889100	8.862e-001	9.916e-001	1.182e-001	1.549e+001	1.845e+000
39508.2892600	9.216e-001	1.267e+000	1.313e-001	1.389e+001	2.287e+000
39508.2896100	2.343e+000	3.630e+000	8.799e-002	1.281e+001	6.458e+000
39508.2899600	2.212e+000	3.460e+000	7.381e-002	1.193e+001	6.148e+000
39508.2903000	1.951e+000	2.775e+000	8.231e-002	1.133e+001	4.989e+000
39508.2906500	1.691e+000	2.660e+000	6.773e-002	1.105e+001	4.724e+000
39508.2910000	3.642e+000	5.749e+000	6.982e-002	1.109e+001	1.020e+001
39508.2913400	7.896e+000	1.003e+001	6.476e-002	1.141e+001	1.830e+001
39508.2916900	6.204e+000	8.200e+000	7.033e-002	1.205e+001	1.489e+001
39508.2920400	4.835e+000	7.770e+000	4.973e-002	1.285e+001	1.376e+001
39508.2923900	4.514e+000	7.532e+000	5.648e-002	1.385e+001	1.329e+001
39508.2927300	6.590e+000	9.113e+000	6.956e-002	1.489e+001	1.644e+001
39508.2930800	1.676e+001	2.089e+001	6.558e-002	1.557e+001	3.824e+001
39508.2934300	1.191e+001	1.598e+001	5.804e-002	1.633e+001	2.895e+001
39508.2937800	1.912e+001	2.440e+001	7.429e-002	1.725e+001	4.451e+001
39508.2941200	2.052e+001	2.838e+001	6.800e-002	1.821e+001	5.121e+001
39508.2944700	2.215e+001	2.813e+001	6.364e-002	1.929e+001	5.135e+001
39508.2948200	2.123e+001	2.716e+001	5.711e-002	2.041e+001	4.953e+001
39508.2951600	1.708e+001	2.410e+001	6.826e-002	2.145e+001	4.337e+001
39508.2955100	3.063e+001	4.069e+001	6.076e-002	2.253e+001	7.382e+001
39508.2958600	4.111e+001	4.962e+001	5.355e-002	2.337e+001	9.125e+001
39508.2962100	4.527e+001	5.642e+001	5.648e-002	2.417e+001	1.033e+002
39508.2965500	4.727e+001	5.852e+001	5.421e-002	2.481e+001	1.072e+002
39508.2969000	5.231e+001	6.765e+001	4.937e-002	2.545e+001	1.232e+002
39508.2972500	4.912e+001	6.539e+001	4.559e-002	2.605e+001	1.186e+002
39508.2975900	4.922e+001	6.496e+001	4.317e-002	2.653e+001	1.180e+002
39508.2979400	6.274e+001	7.856e+001	6.135e-002	2.705e+001	1.437e+002
39508.2982900	8.423e+001	1.022e+002	5.742e-002	2.741e+001	1.877e+002
39508.2986400	1.143e+002	1.271e+002	5.835e-002	2.777e+001	2.367e+002
39508.2989800	9.710e+001	1.155e+002	5.421e-002	2.809e+001	2.129e+002
39508.2993300	8.864e+001	1.066e+002	4.714e-002	2.825e+001	1.961e+002
