Time (Days since Jan 1, 1900)	Photopic (lux)	Circadian light (CL)	Activity (rms delta g-force)	Temperature (C)	Blue (blux)
39460.3962300	-1.854e-002	1.000e-003	1.893e-002	1.653e+001	-2.410e-002
39460.3965800	-1.854e-002	1.000e-003	2.395e-002	1.653e+001	-2.410e-002
39460.3969200	-1.854e-002	1.000e-003	1.893e-002	1.653e+001	-2.410e-002
39460.3972700	-1.854e-002	1.000e-003	2.074e-002	1.653e+001	-2.410e-002
39460.3976200	-1.854e-002	1.000e-003	1.796e-002	1.653e+001	-2.393e-002
39460.3979600	-1.854e-002	1.000e-003	1.986e-002	1.653e+001	-2.393e-002
39460.3983100	-1.854e-002	1.000e-003	1.986e-002	1.653e+001	-2.393e-002
39460.3986600	-1.854e-002	1.000e-003	1.986e-002	1.653e+001	-2.393e-002
39460.3990100	-1.853e-002	1.000e-003	1.986e-002	1.657e+001	-2.352e-002
39460.3993500	-1.853e-002	1.000e-003	2.074e-002	1.653e+001	-2.377e-002
39460.3997000	-1.853e-002	1.000e-003	1.796e-002	1.657e+001	-2.336e-002
39460.4000500	-1.853e-002	1.000e-003	2.159e-002	1.653e+001	-2.361e-002
39460.4004000	-1.853e-002	1.000e-003	1.986e-002	1.653e+001	-2.344e-002
39460.4007400	-1.853e-002	1.000e-003	1.893e-002	1.649e+001	-2.369e-002
39460.4010900	-1.852e-002	1.000e-003	1.893e-002	1.653e+001	-2.328e-002
39460.4014400	-1.853e-002	1.000e-003	1.893e-002	1.649e+001	-2.353e-002
39460.4017800	-1.852e-002	1.000e-003	1.893e-002	1.649e+001	-2.336e-002
39460.4021300	-1.852e-002	1.000e-003	2.074e-002	1.649e+001	-2.320e-002
39460.4024800	-1.851e-002	1.000e-003	2.074e-002	1.649e+001	-2.303e-002
39460.4028300	-1.850e-002	1.000e-003	2.074e-002	1.653e+001	-2.261e-002
39460.4031700	-1.850e-002	1.000e-003	2.074e-002	1.649e+001	-2.270e-002
39460.4035200	-1.849e-002	1.000e-003	1.893e-002	1.653e+001	-2.228e-002
39460.4038700	-1.848e-002	1.000e-003	1.893e-002	1.649e+001	-2.237e-002
39460.4042100	-1.847e-002	1.000e-003	1.893e-002	1.653e+001	-2.177e-002
39460.4045600	-1.847e-002	1.000e-003	1.693e-002	1.649e+001	-2.186e-002
39460.4049100	-1.846e-002	1.000e-003	2.074e-002	1.645e+001	-2.177e-002
39460.4052600	-1.844e-002	1.000e-003	1.893e-002	1.649e+001	-2.134e-002
39460.4056000	-1.844e-002	1.000e-003	1.796e-002	1.645e+001	-2.126e-002
39460.4059500	-1.843e-002	1.000e-003	1.796e-002	1.641e+001	-2.117e-002
